snapshot,psi_min,psi_min_x,psi_min_y,psi_max,psi_max_x,psi_max_y
/home/jovyan/sentsov_a/study/Fluid-mechanics/alex/torch_cavity_601/results/re5000/result_4999999.bin,-1.2121126283462796e-01,4.8500000000000004e-01,5.3500000000000003e-01,3.0599385354745262e-03,1.9500000000000001e-01,7.3333333333333334e-02
