x,y,psi,omega,u,v
0.009615,0.394231,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.403846,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.413462,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.423077,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.432692,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.442308,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.451923,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.461538,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.471154,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.480769,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.490385,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.500000,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.509615,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.519231,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.528846,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.538462,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.548077,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.557692,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.567308,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.576923,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.586538,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.596154,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.605769,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.615385,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.625000,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.634615,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.644231,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.653846,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.663462,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.673077,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.682692,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.692308,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.701923,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.711538,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.721154,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.730769,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.740385,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.750000,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.759615,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.769231,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.778846,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.788462,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.798077,0.000000,-0.000000,0.000000,-0.000000
0.009615,0.807692,0.000000,-0.000001,0.000000,-0.000000
0.009615,0.817308,0.000000,-0.000003,0.000000,-0.000000
0.009615,0.826923,0.000000,-0.000007,0.000000,-0.000000
0.009615,0.836538,0.000000,-0.000018,0.000000,-0.000000
0.009615,0.846154,0.000000,-0.000045,0.000000,-0.000000
0.009615,0.855769,0.000000,-0.000113,0.000000,-0.000000
0.009615,0.865385,0.000000,-0.000287,0.000000,-0.000000
0.009615,0.875000,0.000000,-0.000726,0.000000,-0.000000
0.009615,0.884615,0.000000,-0.001836,0.000000,-0.000000
0.009615,0.894231,0.000000,-0.004643,0.000000,-0.000000
0.009615,0.903846,0.000000,-0.011743,0.000000,-0.000000
0.009615,0.913462,0.000000,-0.029699,0.000000,-0.000000
0.009615,0.923077,0.000000,-0.075113,0.000000,-0.000000
0.009615,0.932692,0.000000,-0.189975,0.000000,-0.000000
0.009615,0.942308,0.000000,-0.480478,0.000000,-0.000000
0.009615,0.951923,0.000000,-1.215210,0.000000,-0.000000
0.009615,0.961538,0.000000,-3.073472,0.000000,-0.000000
0.009615,0.971154,0.000000,-7.773332,0.000000,-0.000000
0.009615,0.980769,0.000000,-19.660074,0.000000,-0.000000
0.009615,0.990385,0.000000,-49.723660,0.000000,-0.000000
0.009615,1.000000,0.000000,-208.000000,1.000000,0.000000
0.019231,0.000000,0.000000,0.000000,0.000000,0.000000
0.019231,0.009615,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.019231,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.028846,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.038462,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.048077,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.057692,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.067308,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.076923,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.086538,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.096154,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.105769,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.115385,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.125000,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.134615,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.144231,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.153846,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.163462,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.173077,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.182692,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.192308,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.201923,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.211538,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.221154,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.230769,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.240385,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.250000,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.259615,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.269231,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.278846,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.288462,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.298077,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.307692,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.317308,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.326923,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.336538,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.346154,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.355769,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.365385,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.375000,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.384615,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.394231,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.403846,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.413462,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.423077,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.432692,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.442308,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.451923,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.461538,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.471154,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.480769,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.490385,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.500000,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.509615,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.519231,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.528846,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.538462,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.548077,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.557692,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.567308,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.576923,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.586538,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.596154,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.605769,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.615385,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.625000,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.634615,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.644231,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.653846,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.663462,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.673077,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.682692,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.692308,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.701923,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.711538,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.721154,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.730769,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.740385,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.750000,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.759615,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.769231,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.778846,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.788462,0.000000,-0.000000,0.000000,-0.000000
0.019231,0.798077,0.000000,-0.000001,0.000000,-0.000000
0.019231,0.807692,0.000000,-0.000002,0.000000,-0.000000
0.019231,0.817308,0.000000,-0.000004,0.000000,-0.000000
0.019231,0.826923,0.000000,-0.000010,0.000000,-0.000000
0.019231,0.836538,0.000000,-0.000025,0.000000,-0.000000
0.019231,0.846154,0.000000,-0.000063,0.000000,-0.000000
0.019231,0.855769,0.000000,-0.000158,0.000000,-0.000000
0.019231,0.865385,0.000000,-0.000400,0.000000,-0.000000
0.019231,0.875000,0.000000,-0.001013,0.000000,-0.000000
0.019231,0.884615,0.000000,-0.002562,0.000000,-0.000000
0.019231,0.894231,0.000000,-0.006479,0.000000,-0.000000
0.019231,0.903846,0.000000,-0.016385,0.000000,-0.000000
0.019231,0.913462,0.000000,-0.041441,0.000000,-0.000000
0.019231,0.923077,0.000000,-0.104812,0.000000,-0.000000
0.019231,0.932692,0.000000,-0.265088,0.000000,-0.000000
0.019231,0.942308,0.000000,-0.670452,0.000000,-0.000000
0.019231,0.951923,0.000000,-1.695688,0.000000,-0.000000
0.019231,0.961538,0.000000,-4.288682,0.000000,-0.000000
0.019231,0.971154,0.000000,-10.846804,0.000000,-0.000000
0.019231,0.980769,0.000000,-27.433406,0.000000,-0.000000
0.019231,0.990385,0.000000,-69.383734,0.000000,-0.000000
0.019231,1.000000,0.000000,-208.000000,1.000000,0.000000
0.028846,0.000000,0.000000,0.000000,0.000000,0.000000
0.028846,0.009615,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.019231,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.028846,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.038462,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.048077,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.057692,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.067308,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.076923,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.086538,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.096154,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.105769,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.115385,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.125000,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.134615,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.144231,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.153846,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.163462,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.173077,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.182692,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.192308,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.201923,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.211538,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.221154,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.230769,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.240385,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.250000,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.259615,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.269231,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.278846,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.288462,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.298077,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.307692,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.317308,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.326923,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.336538,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.346154,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.355769,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.365385,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.375000,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.384615,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.394231,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.403846,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.413462,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.423077,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.432692,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.442308,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.451923,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.461538,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.471154,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.480769,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.490385,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.500000,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.509615,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.519231,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.528846,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.538462,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.548077,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.557692,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.567308,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.576923,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.586538,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.596154,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.605769,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.615385,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.625000,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.634615,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.644231,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.653846,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.663462,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.673077,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.682692,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.692308,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.701923,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.711538,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.721154,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.730769,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.740385,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.750000,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.759615,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.769231,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.778846,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.788462,0.000000,-0.000000,0.000000,-0.000000
0.028846,0.798077,0.000000,-0.000001,0.000000,-0.000000
0.028846,0.807692,0.000000,-0.000002,0.000000,-0.000000
0.028846,0.817308,0.000000,-0.000004,0.000000,-0.000000
0.028846,0.826923,0.000000,-0.000011,0.000000,-0.000000
0.028846,0.836538,0.000000,-0.000028,0.000000,-0.000000
0.028846,0.846154,0.000000,-0.000070,0.000000,-0.000000
0.028846,0.855769,0.000000,-0.000176,0.000000,-0.000000
0.028846,0.865385,0.000000,-0.000445,0.000000,-0.000000
0.028846,0.875000,0.000000,-0.001126,0.000000,-0.000000
0.028846,0.884615,0.000000,-0.002849,0.000000,-0.000000
0.028846,0.894231,0.000000,-0.007204,0.000000,-0.000000
0.028846,0.903846,0.000000,-0.018221,0.000000,-0.000000
0.028846,0.913462,0.000000,-0.046084,0.000000,-0.000000
0.028846,0.923077,0.000000,-0.116555,0.000000,-0.000000
0.028846,0.932692,0.000000,-0.294787,0.000000,-0.000000
0.028846,0.942308,0.000000,-0.745566,0.000000,-0.000000
0.028846,0.951923,0.000000,-1.885662,0.000000,-0.000000
0.028846,0.961538,0.000000,-4.769160,0.000000,-0.000000
0.028846,0.971154,0.000000,-12.062014,0.000000,-0.000000
0.028846,0.980769,0.000000,-30.506878,0.000000,-0.000000
0.028846,0.990385,0.000000,-77.157066,0.000000,-0.000000
0.028846,1.000000,0.000000,-208.000000,1.000000,0.000000
0.038462,0.000000,0.000000,0.000000,0.000000,0.000000
0.038462,0.009615,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.019231,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.028846,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.038462,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.048077,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.057692,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.067308,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.076923,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.086538,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.096154,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.105769,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.115385,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.125000,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.134615,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.144231,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.153846,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.163462,0.000000,-0.000000,0.000000,-0.000000
0.038462,0.173077,0.000000,-0.000000,0.000000,-0.000000
