snapshot,psi_min,psi_min_x,psi_min_y,psi_max,psi_max_x,psi_max_y
alex/results/binaries/gpu_smoke/result_99.bin,-1.1682401637908098e-03,5.0000000000000000e-01,9.8437500000000000e-01,-3.0370434144481482e-07,9.8437500000000000e-01,1.5625000000000000e-02
