snapshot,psi_min,psi_min_x,psi_min_y,psi_max,psi_max_x,psi_max_y
/home/jovyan/sentsov_a/study/Fluid-mechanics/alex/results/binaries/gpu_cavity_re1000/result_1999999.bin,-1.1878070444434310e-01,5.3000000000000003e-01,5.6500000000000006e-01,1.7281166539055651e-03,8.6333333333333340e-01,1.1166666666666668e-01
