step,time,psi_res,omega_res,max_residual
1360000,1.3600010000000000e+02,1.0653655735382017e-10,1.8700804042503393e+01,1.8700804042503393e+01
1365000,1.3650010000000000e+02,1.1607148575620840e-10,2.7276014225246008e+01,2.7276014225246008e+01
1370000,1.3700010000000000e+02,1.0978562503538569e-10,3.7075997058901400e+01,3.7075997058901400e+01
1375000,1.3750010000000000e+02,1.1997247639783382e-10,2.9531557000662211e+01,2.9531557000662211e+01
1380000,1.3800010000000000e+02,1.2927992010247635e-10,3.1898235544135972e+01,3.1898235544135972e+01
1385000,1.3850010000000000e+02,1.1293588286775957e-10,4.3679124407973148e+01,4.3679124407973148e+01
1390000,1.3900010000000000e+02,1.2109857561171111e-10,4.0668849637142870e+01,4.0668849637142870e+01
1395000,1.3950010000000000e+02,1.2132483906412972e-10,2.0747262406346536e+01,2.0747262406346536e+01
1400000,1.4000010000000000e+02,1.0888334678327283e-10,2.0255730812497163e+01,2.0255730812497163e+01
1405000,1.4050010000000000e+02,1.1981127201465824e-10,3.5965383331176696e+01,3.5965383331176696e+01
1410000,1.4100010000000000e+02,1.3710854673831818e-10,3.4297085111723838e+01,3.4297085111723838e+01
1415000,1.4150010000000000e+02,1.2692424888882670e-10,2.3333462011050941e+01,2.3333462011050941e+01
1420000,1.4200010000000000e+02,1.2110434877143916e-10,3.2645011890446405e+01,3.2645011890446405e+01
1425000,1.4250010000000000e+02,1.2546641503519140e-10,3.4003770766995586e+01,3.4003770766995586e+01
1430000,1.4300010000000000e+02,1.1964762514082850e-10,2.2339622940605068e+01,2.2339622940605068e+01
1435000,1.4350010000000000e+02,1.1521983367401845e-10,1.4713435235220821e+01,1.4713435235220821e+01
1440000,1.4400010000000000e+02,1.2369039126269854e-10,2.3150459982123188e+01,2.3150459982123188e+01
1445000,1.4450010000000000e+02,1.3240208929232722e-10,2.3445608005710902e+01,2.3445608005710902e+01
1450000,1.4500010000000000e+02,1.2249357084215262e-10,2.1364584072059706e+01,2.1364584072059706e+01
1455000,1.4550010000000000e+02,1.2783452074671686e-10,2.1970563280249539e+01,2.1970563280249539e+01
1460000,1.4600010000000000e+02,1.2517720193727655e-10,2.5351849214593948e+01,2.5351849214593948e+01
1465000,1.4650010000000000e+02,1.0726886046086292e-10,3.2354789445973545e+01,3.2354789445973545e+01
1470000,1.4700010000000000e+02,1.3386880493015951e-10,3.4795483364230307e+01,3.4795483364230307e+01
1475000,1.4750010000000000e+02,1.1935308297239544e-10,2.3935402814449919e+01,2.3935402814449919e+01
1480000,1.4800010000000000e+02,1.2769252322186730e-10,1.7229904219877049e+01,1.7229904219877049e+01
1485000,1.4850010000000000e+02,1.3491152639488746e-10,3.1726398388427306e+01,3.1726398388427306e+01
1490000,1.4900010000000000e+02,1.1792977705482599e-10,3.9562155908710693e+01,3.9562155908710693e+01
1495000,1.4950010000000000e+02,1.2875656096866805e-10,2.7311019775945411e+01,2.7311019775945411e+01
1500000,1.5000010000000000e+02,1.2967960039134141e-10,2.9801668890717572e+01,2.9801668890717572e+01
1505000,1.5050010000000000e+02,1.3593803860345588e-10,4.0312515780370219e+01,4.0312515780370219e+01
1510000,1.5100010000000000e+02,1.3183243385839205e-10,3.6644894083544898e+01,3.6644894083544898e+01
1515000,1.5150010000000000e+02,1.4593359853876109e-10,1.8695500232371202e+01,1.8695500232371202e+01
1520000,1.5200010000000000e+02,1.3221734818102959e-10,1.8504846398176419e+01,1.8504846398176419e+01
1525000,1.5250010000000000e+02,1.3201673088047983e-10,3.2245825327945184e+01,3.2245825327945184e+01
1530000,1.5300010000000000e+02,1.2394829607131896e-10,3.4097700297641545e+01,3.4097700297641545e+01
1535000,1.5350010000000000e+02,1.1791478904399355e-10,2.3009709758558380e+01,2.3009709758558380e+01
1540000,1.5400010000000000e+02,1.3636158868735038e-10,2.9726040136934259e+01,2.9726040136934259e+01
1545000,1.5450010000000000e+02,1.3580236934984669e-10,3.3096420441375159e+01,3.3096420441375159e+01
1550000,1.5500010000000000e+02,1.2075429545177485e-10,2.8090581233818391e+01,2.8090581233818391e+01
1555000,1.5550010000000000e+02,1.3310086366402629e-10,2.0374068803802139e+01,2.0374068803802139e+01
1560000,1.5600010000000000e+02,1.2016498907030382e-10,2.1699771706644839e+01,2.1699771706644839e+01
1565000,1.5650010000000000e+02,1.3944001509003101e-10,3.0137439367899766e+01,3.0137439367899766e+01
1570000,1.5700010000000000e+02,1.3313949942528325e-10,4.1363543912196576e+01,4.1363543912196576e+01
1575000,1.5750010000000000e+02,1.3087619876728240e-10,3.0023409544258758e+01,3.0023409544258758e+01
1580000,1.5800010000000000e+02,1.4172052420491354e-10,3.0282892865133871e+01,3.0282892865133871e+01
1585000,1.5850010000000000e+02,1.4805501269421484e-10,3.9533587144179798e+01,3.9533587144179798e+01
1590000,1.5900010000000000e+02,1.3404666265870446e-10,3.8285597053274195e+01,3.8285597053274195e+01
1595000,1.5950010000000000e+02,1.4157219840882362e-10,2.2147509627710903e+01,2.2147509627710903e+01
1600000,1.6000010000000000e+02,1.3805168119773725e-10,1.7169801432995907e+01,1.7169801432995907e+01
1605000,1.6050010000000000e+02,1.6974122107882295e-10,3.2328421751651177e+01,3.2328421751651177e+01
1610000,1.6100010000000000e+02,1.2370338087208665e-10,3.7086798805209298e+01,3.7086798805209298e+01
1615000,1.6150010000000000e+02,1.4056744657153786e-10,2.4607270409826661e+01,2.4607270409826661e+01
1620000,1.6200010000000000e+02,1.2798884174713976e-10,2.9528929553176155e+01,2.9528929553176155e+01
1625000,1.6250010000000000e+02,1.4254197822083370e-10,3.8475292678600098e+01,3.8475292678600098e+01
1630000,1.6300010000000000e+02,1.2808942795317080e-10,3.5466465309171056e+01,3.5466465309171056e+01
1635000,1.6350010000000000e+02,1.3073464533164270e-10,1.9065019920580198e+01,1.9065019920580198e+01
1640000,1.6400010000000000e+02,1.3716183744350019e-10,2.0571909907255463e+01,2.0571909907255463e+01
1645000,1.6450010000000000e+02,1.2978040864197737e-10,3.6454206059355514e+01,3.6454206059355514e+01
1650000,1.6500010000000000e+02,1.3384693353657440e-10,4.1627377628037095e+01,4.1627377628037095e+01
1655000,1.6550010000000000e+02,1.3409795496244215e-10,2.4848426632676688e+01,2.4848426632676688e+01
1660000,1.6600010000000000e+02,1.2152723272151889e-10,3.2383413390483575e+01,3.2383413390483575e+01
1665000,1.6650010000000000e+02,1.3318446345778057e-10,3.9812624913359379e+01,3.9812624913359379e+01
1670000,1.6700010000000000e+02,1.3304024548688176e-10,3.7222093529219798e+01,3.7222093529219798e+01
1675000,1.6750010000000000e+02,1.5029388844567393e-10,2.0982114311439751e+01,2.0982114311439751e+01
1680000,1.6800010000000000e+02,1.2808021310206641e-10,2.1404894989885108e+01,2.1404894989885108e+01
1685000,1.6850010000000000e+02,1.3400469622837363e-10,3.5579729428858144e+01,3.5579729428858144e+01
1690000,1.6900010000000000e+02,1.3453482772263214e-10,4.1615222506428680e+01,4.1615222506428680e+01
1695000,1.6950010000000000e+02,1.5925361029900387e-10,2.5662517465365397e+01,2.5662517465365397e+01
1700000,1.7000010000000000e+02,1.3444689805908183e-10,3.0231737085107408e+01,3.0231737085107408e+01
1705000,1.7050010000000000e+02,1.2959588957528467e-10,3.9731992680117635e+01,3.9731992680117635e+01
1710000,1.7100010000000000e+02,1.2669976179324749e-10,3.5816856230278717e+01,3.5816856230278717e+01
1715000,1.7150010000000000e+02,1.3591838765592001e-10,1.9350003516883969e+01,1.9350003516883969e+01
1720000,1.7200010000000000e+02,1.2967027451793456e-10,2.0808280105558303e+01,2.0808280105558303e+01
1725000,1.7250010000000000e+02,1.4060930197956623e-10,3.5481493633315729e+01,3.5481493633315729e+01
1730000,1.7300010000000000e+02,1.5845436074357622e-10,3.7775101550435124e+01,3.7775101550435124e+01
1735000,1.7350010000000000e+02,1.3810141918924046e-10,2.4196840231492764e+01,2.4196840231492764e+01
1740000,1.7400010000000000e+02,1.2793255343979126e-10,3.3007656835409477e+01,3.3007656835409477e+01
1745000,1.7450010000000000e+02,1.4338008558212323e-10,4.2053158314143403e+01,4.2053158314143403e+01
1750000,1.7500010000000000e+02,1.4917145296777790e-10,3.7844457779790986e+01,3.7844457779790986e+01
1755000,1.7550010000000000e+02,1.4663570357953404e-10,2.0063552089887072e+01,2.0063552089887072e+01
1760000,1.7600010000000000e+02,1.3584866564997355e-10,2.4283907672228857e+01,2.4283907672228857e+01
1765000,1.7650010000000000e+02,1.3300871515298240e-10,4.0931578848215409e+01,4.0931578848215409e+01
1770000,1.7700010000000000e+02,1.6542078817849415e-10,4.2198649223350635e+01,4.2198649223350635e+01
1775000,1.7750010000000000e+02,1.3532275300320862e-10,2.4293563193053959e+01,2.4293563193053959e+01
1780000,1.7800010000000000e+02,1.1932510535217489e-10,3.2447891459591361e+01,3.2447891459591361e+01
1785000,1.7850010000000000e+02,1.2823297979025483e-10,4.0994545509704260e+01,4.0994545509704260e+01
1790000,1.7900010000000000e+02,1.3808520993308093e-10,3.5135571789065807e+01,3.5135571789065807e+01
1795000,1.7950010000000000e+02,1.4254708524674697e-10,1.9369339258519258e+01,1.9369339258519258e+01
1800000,1.8000010000000000e+02,1.2651346636971539e-10,2.2887327844797625e+01,2.2887327844797625e+01
1805000,1.8050010000000000e+02,1.3863998837848612e-10,3.7401568330719776e+01,3.7401568330719776e+01
1810000,1.8100010000000000e+02,1.3429035661260968e-10,3.6830442101833668e+01,3.6830442101833668e+01
1815000,1.8150010000000000e+02,1.4219048161123737e-10,2.3733285344682621e+01,2.3733285344682621e+01
1820000,1.8200010000000000e+02,1.4632961509164488e-10,3.3557666904299801e+01,3.3557666904299801e+01
1825000,1.8250010000000000e+02,1.3782697205755312e-10,4.1682758803860693e+01,4.1682758803860693e+01
1830000,1.8300010000000000e+02,1.3871725990100003e-10,3.3779757679046647e+01,3.3779757679046647e+01
1835000,1.8350010000000000e+02,1.3708767454545523e-10,1.9731909327708273e+01,1.9731909327708273e+01
1840000,1.8400010000000000e+02,1.2935164050986714e-10,2.7161068896050892e+01,2.7161068896050892e+01
1845000,1.8450010000000000e+02,1.3413670174600156e-10,4.0650840918557336e+01,4.0650840918557336e+01
1850000,1.8500010000000000e+02,1.5231282901595478e-10,3.7071061015046141e+01,3.7071061015046141e+01
1855000,1.8550010000000000e+02,1.3702006196325556e-10,2.3282722905569553e+01,2.3282722905569553e+01
1860000,1.8600010000000000e+02,1.4194800890265924e-10,3.4735737404448223e+01,3.4735737404448223e+01
1865000,1.8650010000000000e+02,1.4633694256360741e-10,4.2863107642167094e+01,4.2863107642167094e+01
1870000,1.8700010000000000e+02,1.4558132477304753e-10,3.3992748654577056e+01,3.3992748654577056e+01
1875000,1.8750010000000000e+02,1.4827272742934383e-10,1.9770224304596155e+01,1.9770224304596155e+01
1880000,1.8800010000000000e+02,1.6124412915985431e-10,2.8232655593691153e+01,2.8232655593691153e+01
1885000,1.8850010000000000e+02,1.4348200405578382e-10,4.0834436865451636e+01,4.0834436865451636e+01
1890000,1.8900010000000000e+02,1.2682610517344983e-10,3.4762965784974895e+01,3.4762965784974895e+01
1895000,1.8950010000000000e+02,1.3542678090061600e-10,2.2825361960932558e+01,2.2825361960932558e+01
1900000,1.9000010000000000e+02,1.4776557755169506e-10,3.4678972243488886e+01,3.4678972243488886e+01
1905000,1.9050010000000000e+02,1.3814793753397225e-10,4.0521174725750285e+01,4.0521174725750285e+01
1910000,1.9100010000000000e+02,1.4479750731766217e-10,2.9565627178001840e+01,2.9565627178001840e+01
1915000,1.9150010000000000e+02,1.3799450471196906e-10,1.9185805726487299e+01,1.9185805726487299e+01
1920000,1.9200010000000000e+02,1.3876566562487369e-10,3.0155525356487672e+01,3.0155525356487672e+01
1925000,1.9250010000000000e+02,1.3023693234970324e-10,4.0168199211596189e+01,4.0168199211596189e+01
1930000,1.9300010000000000e+02,1.5180656731672570e-10,3.1901283299910403e+01,3.1901283299910403e+01
1935000,1.9350010000000000e+02,1.3419310107565252e-10,2.4365250275123902e+01,2.4365250275123902e+01
1940000,1.9400010000000000e+02,1.6720713702511603e-10,3.6824471223602210e+01,3.6824471223602210e+01
1945000,1.9450010000000000e+02,1.4940604309288119e-10,4.2195444990352833e+01,4.2195444990352833e+01
1950000,1.9500010000000000e+02,1.5372081385578440e-10,2.8900044601772841e+01,2.8900044601772841e+01
1955000,1.9550010000000000e+02,1.4742207454787604e-10,2.0248270472743737e+01,2.0248270472743737e+01
1960000,1.9600010000000000e+02,1.4124612590649122e-10,3.2352132443445825e+01,3.2352132443445825e+01
1965000,1.9650010000000000e+02,1.4096213085679210e-10,4.0481920495582088e+01,4.0481920495582088e+01
1970000,1.9700010000000000e+02,1.4622814070719414e-10,2.9462606855347886e+01,2.9462606855347886e+01
1975000,1.9750010000000000e+02,1.3457146508244477e-10,2.4881900319019735e+01,2.4881900319019735e+01
1980000,1.9800010000000000e+02,1.5954126908468425e-10,3.5958345894267403e+01,3.5958345894267403e+01
1985000,1.9850010000000000e+02,1.3540346621709887e-10,3.9261476190772498e+01,3.9261476190772498e+01
1990000,1.9900010000000000e+02,1.5106316197943670e-10,2.5597609803328261e+01,2.5597609803328261e+01
1995000,1.9950010000000000e+02,1.3097589679489374e-10,2.0739097164480263e+01,2.0739097164480263e+01
1999999,2.0000000000000000e+02,1.5599099789653792e-10,3.3155928948619781e+01,3.3155928948619781e+01
