step,time,psi_res,omega_res,max_residual
670000,6.7000100000000003e+01,9.7230556939109647e-11,3.7960325603864462e+01,3.7960325603864462e+01
675000,6.7500100000000003e+01,9.0289553611455631e-11,4.1379506327461087e+01,4.1379506327461087e+01
680000,6.8000100000000003e+01,9.1690877113137503e-11,5.6019600507553193e+01,5.6019600507553193e+01
685000,6.8500100000000003e+01,8.6220808270809357e-11,4.4361482982791337e+01,4.4361482982791337e+01
690000,6.9000100000000003e+01,8.9614510256907920e-11,3.5382180666384265e+01,3.5382180666384265e+01
695000,6.9500100000000003e+01,9.1204599428351685e-11,3.5081498368277892e+01,3.5081498368277892e+01
700000,7.0000100000000003e+01,9.1143537161997301e-11,5.7977578802301771e+01,5.7977578802301771e+01
705000,7.0500100000000003e+01,9.2869933965289420e-11,4.4044681689111599e+01,4.4044681689111599e+01
710000,7.1000100000000003e+01,9.2257868011813571e-11,2.0411904662213693e+01,2.0411904662213693e+01
715000,7.1500100000000003e+01,9.4805885364479536e-11,2.7049346193798360e+01,2.7049346193798360e+01
720000,7.2000100000000003e+01,8.9871887709591647e-11,3.1359534269625819e+01,3.1359534269625819e+01
725000,7.2500100000000003e+01,8.3895779212639354e-11,5.8182932413238525e+01,5.8182932413238525e+01
730000,7.3000100000000003e+01,1.0575906816967517e-10,4.6325054374223832e+01,4.6325054374223832e+01
735000,7.3500100000000003e+01,8.6805229670972039e-11,2.3422082690133610e+01,2.3422082690133610e+01
740000,7.4000100000000003e+01,1.0225459368129464e-10,2.0028475571228007e+01,2.0028475571228007e+01
745000,7.4500100000000003e+01,9.6525398785018979e-11,4.3938761004801513e+01,4.3938761004801513e+01
750000,7.5000100000000003e+01,9.5662588961431538e-11,4.3469083259594576e+01,4.3469083259594576e+01
755000,7.5500100000000003e+01,9.9399377617714890e-11,3.0240910624362616e+01,3.0240910624362616e+01
760000,7.6000100000000003e+01,9.3571816961457444e-11,4.5077957844403997e+01,4.5077957844403997e+01
765000,7.6500100000000003e+01,9.0008112074713154e-11,4.7039698490278738e+01,4.7039698490278738e+01
770000,7.7000100000000003e+01,9.2151730690659406e-11,2.7487109191762457e+01,2.7487109191762457e+01
775000,7.7500100000000003e+01,9.9497465821940523e-11,2.5626000266234982e+01,2.5626000266234982e+01
780000,7.8000100000000003e+01,9.0665752683349865e-11,2.2611225573720155e+01,2.2611225573720155e+01
785000,7.8500100000000003e+01,9.4057650557033412e-11,2.3363220449156898e+01,2.3363220449156898e+01
790000,7.9000100000000003e+01,1.0023687435634088e-10,2.3810899386345874e+01,2.3810899386345874e+01
795000,7.9500100000000003e+01,9.3435759129789631e-11,3.1789639095837448e+01,3.1789639095837448e+01
800000,8.0000100000000003e+01,8.4816265122356072e-11,2.4783371135453908e+01,2.4783371135453908e+01
805000,8.0500100000000003e+01,9.3814622736942965e-11,2.2216193696906728e+01,2.2216193696906728e+01
810000,8.1000100000000003e+01,8.9483753740182692e-11,2.2486787624954719e+01,2.2486787624954719e+01
815000,8.1500100000000003e+01,8.8279050736161935e-11,1.9134200411486859e+01,1.9134200411486859e+01
820000,8.2000100000000003e+01,8.6840978852364969e-11,1.6066441177423755e+01,1.6066441177423755e+01
825000,8.2500100000000003e+01,1.0517520188102480e-10,1.4624743985941732e+01,1.4624743985941732e+01
830000,8.3000100000000003e+01,9.1192831064290658e-11,2.4348709264861611e+01,2.4348709264861611e+01
835000,8.3500100000000003e+01,9.6732344356809108e-11,2.5305437144176423e+01,2.5305437144176423e+01
840000,8.4000100000000003e+01,8.5173756936285372e-11,1.4762100958839422e+01,1.4762100958839422e+01
845000,8.4500100000000003e+01,9.7867158821429712e-11,3.1069366059137980e+01,3.1069366059137980e+01
850000,8.5000100000000003e+01,9.4362961888805330e-11,4.5471896085380692e+01,4.5471896085380692e+01
855000,8.5500100000000003e+01,9.1381568978476935e-11,4.9518266665618242e+01,4.9518266665618242e+01
860000,8.6000100000000003e+01,9.0532692453848540e-11,2.7213293307668653e+01,2.7213293307668653e+01
865000,8.6500100000000003e+01,9.5455421345036484e-11,2.3590606573208955e+01,2.3590606573208955e+01
870000,8.7000100000000003e+01,1.0024558960708418e-10,4.8737368335854718e+01,4.8737368335854718e+01
875000,8.7500100000000003e+01,8.5577767094946466e-11,4.1177933932074161e+01,4.1177933932074161e+01
880000,8.8000100000000003e+01,9.3636876030700478e-11,2.7456480941938963e+01,2.7456480941938963e+01
885000,8.8500100000000003e+01,8.8390628150136763e-11,3.8859155282639307e+01,3.8859155282639307e+01
890000,8.9000100000000003e+01,1.0496314928332140e-10,3.3492905790993476e+01,3.3492905790993476e+01
895000,8.9500100000000003e+01,8.9534601954710524e-11,1.6737152167749937e+01,1.6737152167749937e+01
900000,9.0000100000000003e+01,9.2664098616523916e-11,1.8566882772403673e+01,1.8566882772403673e+01
905000,9.0500100000000003e+01,8.8759888328127090e-11,2.6753684258705405e+01,2.6753684258705405e+01
910000,9.1000100000000003e+01,9.3013707846978377e-11,2.4565012123976921e+01,2.4565012123976921e+01
915000,9.1500100000000003e+01,8.7666762738081161e-11,2.7381446800022783e+01,2.7381446800022783e+01
920000,9.2000100000000003e+01,1.0349787693542112e-10,3.5315690563391371e+01,3.5315690563391371e+01
925000,9.2500100000000003e+01,1.0413148121557469e-10,2.6943865714025272e+01,2.6943865714025272e+01
930000,9.3000100000000003e+01,1.1140321998226455e-10,2.5019230335365151e+01,2.5019230335365151e+01
935000,9.3500100000000003e+01,1.0350609258580334e-10,3.2132598759102898e+01,3.2132598759102898e+01
940000,9.4000100000000003e+01,9.5529140153871595e-11,3.0633828203908053e+01,3.0633828203908053e+01
945000,9.4500100000000003e+01,9.2540253238126979e-11,1.8741412756995899e+01,1.8741412756995899e+01
950000,9.5000100000000003e+01,8.8258622632508832e-11,1.4359047282737052e+01,1.4359047282737052e+01
955000,9.5500100000000003e+01,1.1462852889110309e-10,3.3319971687045204e+01,3.3319971687045204e+01
960000,9.6000100000000003e+01,1.0302048103483230e-10,4.0883096670385385e+01,4.0883096670385385e+01
965000,9.6500100000000003e+01,1.1583328740627508e-10,2.8652426162817868e+01,2.8652426162817868e+01
970000,9.7000100000000003e+01,1.0237433123450046e-10,3.9424211797722968e+01,3.9424211797722968e+01
975000,9.7500100000000003e+01,1.2032486118584984e-10,4.4754327815179686e+01,4.4754327815179686e+01
980000,9.8000100000000003e+01,1.1931233778739170e-10,3.2952064258879332e+01,3.2952064258879332e+01
985000,9.8500100000000003e+01,1.1991513337861193e-10,1.4136260324895360e+01,1.4136260324895360e+01
990000,9.9000100000000003e+01,1.1163914237499739e-10,1.9460862994982040e+01,1.9460862994982040e+01
995000,9.9500100000000003e+01,1.2060807907943172e-10,3.0343273255674561e+01,3.0343273255674561e+01
1000000,1.0000010000000000e+02,1.0257550364656254e-10,2.6392606824473852e+01,2.6392606824473852e+01
1005000,1.0050010000000000e+02,1.0483247603332302e-10,2.0246982288871322e+01,2.0246982288871322e+01
1010000,1.0100010000000000e+02,1.1038270297802910e-10,2.6259879026976243e+01,2.6259879026976243e+01
1015000,1.0150010000000000e+02,1.0923023596731696e-10,1.7085932623466938e+01,1.7085932623466938e+01
1020000,1.0200010000000000e+02,1.2911172131424564e-10,2.0473626926674680e+01,2.0473626926674680e+01
1025000,1.0250010000000000e+02,1.2111345260024109e-10,2.7029182257287978e+01,2.7029182257287978e+01
1030000,1.0300010000000000e+02,1.0692324803329711e-10,2.6169268653438934e+01,2.6169268653438934e+01
1035000,1.0350010000000000e+02,1.0450595944178076e-10,2.1732728973041421e+01,2.1732728973041421e+01
1040000,1.0400010000000000e+02,1.0286327345454538e-10,3.7360740108842521e+01,3.7360740108842521e+01
1045000,1.0450010000000000e+02,1.1636225316635773e-10,4.0952603391887564e+01,4.0952603391887564e+01
1050000,1.0500010000000000e+02,1.2739409527284806e-10,2.7407899295040526e+01,2.7407899295040526e+01
1055000,1.0550010000000000e+02,1.1636502872391929e-10,3.8420931211983216e+01,3.8420931211983216e+01
1060000,1.0600010000000000e+02,1.2855122522026363e-10,4.5909897471983989e+01,4.5909897471983989e+01
1065000,1.0650010000000000e+02,1.2854073361268092e-10,3.6896517538439312e+01,3.6896517538439312e+01
1070000,1.0700010000000000e+02,1.1495104867975670e-10,1.7458927931441568e+01,1.7458927931441568e+01
1075000,1.0750010000000000e+02,1.1600576055315059e-10,2.4514696856689884e+01,2.4514696856689884e+01
1080000,1.0800010000000000e+02,1.0393497174021604e-10,4.2339290578085432e+01,4.2339290578085432e+01
1085000,1.0850010000000000e+02,1.2137402194412061e-10,3.6473195737668377e+01,3.6473195737668377e+01
1090000,1.0900010000000000e+02,1.1172118785651719e-10,2.6323240484609453e+01,2.6323240484609453e+01
1095000,1.0950010000000000e+02,1.2376966118665678e-10,3.8282316524891534e+01,3.8282316524891534e+01
1100000,1.1000010000000000e+02,1.1410483669038740e-10,3.4005930599299703e+01,3.4005930599299703e+01
1105000,1.1050010000000000e+02,1.0696299401757869e-10,1.7567293072709617e+01,1.7567293072709617e+01
1110000,1.1100010000000000e+02,1.0536238548297661e-10,1.5465227588752171e+01,1.5465227588752171e+01
1115000,1.1150010000000000e+02,1.1791845277997481e-10,2.4904879331147711e+01,2.4904879331147711e+01
1120000,1.1200010000000000e+02,1.1234491115175160e-10,2.1586662531013538e+01,2.1586662531013538e+01
1125000,1.1250010000000000e+02,1.0704581665521573e-10,1.6667983178921375e+01,1.6667983178921375e+01
1130000,1.1300010000000000e+02,1.3213186100813346e-10,1.9001370077963042e+01,1.9001370077963042e+01
1135000,1.1350010000000000e+02,1.0738243627628208e-10,1.3807355204755755e+01,1.3807355204755755e+01
1140000,1.1400010000000000e+02,1.2336021093517502e-10,2.3294578787124021e+01,2.3294578787124021e+01
1145000,1.1450010000000000e+02,1.2038292585003774e-10,3.6076316616489684e+01,3.6076316616489684e+01
1150000,1.1500010000000000e+02,1.0711387332662525e-10,3.7802802929976458e+01,3.7802802929976458e+01
1155000,1.1550010000000000e+02,1.1611889227935990e-10,2.3430761051905471e+01,2.3430761051905471e+01
1160000,1.1600010000000000e+02,1.0467560151994348e-10,3.4695273024537684e+01,3.4695273024537684e+01
1165000,1.1650010000000000e+02,1.0993272958614853e-10,4.7813169289009551e+01,4.7813169289009551e+01
1170000,1.1700010000000000e+02,1.1254164267171518e-10,3.4742959045913672e+01,3.4742959045913672e+01
1175000,1.1750010000000000e+02,1.2514711489330921e-10,3.2552690954358440e+01,3.2552690954358440e+01
1180000,1.1800010000000000e+02,1.0881540113416577e-10,4.4664007642242424e+01,4.4664007642242424e+01
1185000,1.1850010000000000e+02,1.3020806655106298e-10,4.2083223871209448e+01,4.2083223871209448e+01
1190000,1.1900010000000000e+02,1.2974243901453519e-10,2.2041717296426473e+01,2.2041717296426473e+01
1195000,1.1950010000000000e+02,1.0772749359233558e-10,1.6036216728278447e+01,1.6036216728278447e+01
1200000,1.2000010000000000e+02,1.4935053194164993e-10,3.0645028849606103e+01,3.0645028849606103e+01
1205000,1.2050010000000000e+02,1.1328060711690568e-10,3.1749856936031179e+01,3.1749856936031179e+01
1210000,1.2100010000000000e+02,1.0838552277903091e-10,2.2618409957619761e+01,2.2618409957619761e+01
1215000,1.2150010000000000e+02,1.1933987131840240e-10,2.7057944281943339e+01,2.7057944281943339e+01
1220000,1.2200010000000000e+02,1.1030687474544720e-10,2.5606542184006781e+01,2.5606542184006781e+01
1225000,1.2250010000000000e+02,1.0696021846001713e-10,1.5981073225566636e+01,1.5981073225566636e+01
1230000,1.2300010000000000e+02,1.2014544914507042e-10,1.7101339688265259e+01,1.7101339688265259e+01
1235000,1.2350010000000000e+02,1.0134937333816652e-10,1.9599947509587153e+01,1.9599947509587153e+01
1240000,1.2400010000000000e+02,1.2878664801263540e-10,2.3035652641546953e+01,2.3035652641546953e+01
1245000,1.2450010000000000e+02,1.1464929006166358e-10,1.6524924920173518e+01,1.6524924920173518e+01
1250000,1.2500010000000000e+02,1.1891032603017493e-10,2.1275668299563897e+01,2.1275668299563897e+01
1255000,1.2550010000000000e+02,1.1255207876814666e-10,2.5580948623705332e+01,2.5580948623705332e+01
1260000,1.2600010000000000e+02,1.1572220959266133e-10,3.0545694367609450e+01,3.0545694367609450e+01
1265000,1.2650010000000000e+02,1.1163159285842994e-10,4.3650714775141864e+01,4.3650714775141864e+01
1270000,1.2700010000000000e+02,1.0485667889525985e-10,4.2953047148635925e+01,4.2953047148635925e+01
1275000,1.2750010000000000e+02,1.0879719347656192e-10,2.2466731830826504e+01,2.2466731830826504e+01
1280000,1.2800010000000000e+02,1.1406320332696396e-10,2.5103843179489267e+01,2.5103843179489267e+01
1285000,1.2850010000000000e+02,1.0915490733509614e-10,4.2573909060790363e+01,4.2573909060790363e+01
1290000,1.2900010000000000e+02,1.1863487969776543e-10,3.7345053593484174e+01,3.7345053593484174e+01
1295000,1.2950010000000000e+02,1.1492240492572137e-10,2.5290733778496822e+01,2.5290733778496822e+01
1300000,1.3000010000000000e+02,1.1834511148833826e-10,3.9083271241067678e+01,3.9083271241067678e+01
1305000,1.3050010000000000e+02,1.2312517672086187e-10,4.0316835803483826e+01,4.0316835803483826e+01
1310000,1.3100010000000000e+02,1.1325063109524081e-10,2.3605336268666338e+01,2.3605336268666338e+01
1315000,1.3150010000000000e+02,1.3259104925111842e-10,1.4421485948123546e+01,1.4421485948123546e+01
1320000,1.3200010000000000e+02,1.3063761183929046e-10,2.4658269006405995e+01,2.4658269006405995e+01
1325000,1.3250010000000000e+02,1.0406064898660361e-10,2.3318353478340391e+01,2.3318353478340391e+01
1330000,1.3300010000000000e+02,1.0385892146302922e-10,1.6597716148988496e+01,1.6597716148988496e+01
1335000,1.3350010000000000e+02,1.0267542371877880e-10,1.7214670440005925e+01,1.7214670440005925e+01
1340000,1.3400010000000000e+02,1.0970613306682253e-10,1.9422379556237374e+01,1.9422379556237374e+01
1345000,1.3450010000000000e+02,1.1704570646031698e-10,1.5672986563213925e+01,1.5672986563213925e+01
1350000,1.3500010000000000e+02,1.2702749963011684e-10,2.2493746396790257e+01,2.2493746396790257e+01
1355000,1.3550010000000000e+02,1.1601752891721162e-10,2.1024172377819724e+01,2.1024172377819724e+01
