step,time,psi_res,omega_res,max_residual
1355000,1.3550010000000000e+02,1.7640378047190097e-10,2.3906863310184745e-01,2.3906863310184745e-01
1360000,1.3600010000000000e+02,1.6025492044491330e-10,2.0005384350984912e-01,2.0005384350984912e-01
1365000,1.3650010000000000e+02,1.6073320452392181e-10,1.6518898596105691e-01,1.6518898596105691e-01
1370000,1.3700010000000000e+02,1.4810130899434171e-10,1.3017907517304422e-01,1.3017907517304422e-01
1375000,1.3750010000000000e+02,1.7346879488400191e-10,1.0937921792206873e-01,1.0937921792206873e-01
1380000,1.3800010000000000e+02,1.5503731631838491e-10,1.3635584059774275e-01,1.3635584059774275e-01
1385000,1.3850010000000000e+02,1.7793966300416741e-10,1.3264172254468320e-01,1.3264172254468320e-01
1390000,1.3900010000000000e+02,1.4991319297052996e-10,1.2704195691604259e-01,1.2704195691604259e-01
1395000,1.3950010000000000e+02,1.4333600972804561e-10,1.2727367773040710e-01,1.2727367773040710e-01
1400000,1.4000010000000000e+02,1.6045009765264240e-10,1.2976059018413011e-01,1.2976059018413011e-01
1405000,1.4050010000000000e+02,1.3867595960448398e-10,1.3378145095251581e-01,1.3378145095251581e-01
1410000,1.4100010000000000e+02,1.5129897334986708e-10,1.4236087221667182e-01,1.4236087221667182e-01
1415000,1.4150010000000000e+02,1.3750822702718324e-10,1.4224129378465733e-01,1.4224129378465733e-01
1420000,1.4200010000000000e+02,1.5489476368202304e-10,1.7662785314341461e-01,1.7662785314341461e-01
1425000,1.4250010000000000e+02,1.8245605026834255e-10,1.7758875587707970e-01,1.7758875587707970e-01
1430000,1.4300010000000000e+02,1.5419576726571904e-10,1.5017749154728710e-01,1.5017749154728710e-01
1435000,1.4350010000000000e+02,1.7312107303268931e-10,1.2538602715315950e-01,1.2538602715315950e-01
1440000,1.4400010000000000e+02,1.5818746312845633e-10,1.1028770700105849e-01,1.1028770700105849e-01
1445000,1.4450010000000000e+02,1.6518408862964407e-10,8.6084352224598204e-02,8.6084352224598204e-02
1450000,1.4500010000000000e+02,1.6600631980168146e-10,1.0284254828811856e-01,1.0284254828811856e-01
1455000,1.4550010000000000e+02,1.4485967980704118e-10,9.7786753128946358e-02,9.7786753128946358e-02
1460000,1.4600010000000000e+02,1.6766410482205174e-10,9.8675703195629794e-02,9.8675703195629794e-02
1465000,1.4650010000000000e+02,1.5674550546407318e-10,9.7217381467809449e-02,9.7217381467809449e-02
1470000,1.4700010000000000e+02,1.4786594171312117e-10,9.8971770485859256e-02,9.8971770485859256e-02
1475000,1.4750010000000000e+02,1.6058532281704174e-10,9.9491053046022904e-02,9.9491053046022904e-02
1480000,1.4800010000000000e+02,1.4504042411545015e-10,1.0599414468697432e-01,1.0599414468697432e-01
1485000,1.4850010000000000e+02,1.7221712944603951e-10,1.0675594614816544e-01,1.0675594614816544e-01
1490000,1.4900010000000000e+02,1.5540613240716539e-10,1.4000909258150021e-01,1.4000909258150021e-01
1495000,1.4950010000000000e+02,1.7360268778077170e-10,1.3103358795610454e-01,1.3103358795610454e-01
1500000,1.5000010000000000e+02,1.6867329755143601e-10,1.1344976292559572e-01,1.1344976292559572e-01
1505000,1.5050010000000000e+02,1.7428014587039797e-10,9.3606162009304938e-02,9.3606162009304938e-02
1510000,1.5100010000000000e+02,1.5999512825715101e-10,9.0452860542384592e-02,9.0452860542384592e-02
1515000,1.5150010000000000e+02,1.6056223017812954e-10,7.0398462992793842e-02,7.0398462992793842e-02
1520000,1.5200010000000000e+02,1.4775003442935031e-10,7.6608892182556287e-02,7.6608892182556287e-02
1525000,1.5250010000000000e+02,1.7531354146171907e-10,7.4763870855828030e-02,7.4763870855828030e-02
1530000,1.5300010000000000e+02,1.4914491863748935e-10,7.7672675093912957e-02,7.7672675093912957e-02
1535000,1.5350010000000000e+02,1.5946488574059003e-10,7.8610872983343905e-02,7.8610872983343905e-02
1540000,1.5400010000000000e+02,1.4984768981207708e-10,7.2295506419539635e-02,7.2295506419539635e-02
1545000,1.5450010000000000e+02,1.5803935937697133e-10,7.4542089633570008e-02,7.4542089633570008e-02
1550000,1.5500010000000000e+02,1.6065260233233403e-10,7.8756195205533785e-02,7.8756195205533785e-02
1555000,1.5550010000000000e+02,1.5326939717397181e-10,9.3668629354379807e-02,9.3668629354379807e-02
1560000,1.5600010000000000e+02,1.8869927842501966e-10,1.0809827850741127e-01,1.0809827850741127e-01
1565000,1.5650010000000000e+02,1.4399237358020400e-10,9.7022365320759363e-02,9.7022365320759363e-02
1570000,1.5700010000000000e+02,1.6231793686927176e-10,8.5673965260020690e-02,8.5673965260020690e-02
1575000,1.5750010000000000e+02,1.4935142012006963e-10,7.2098864847438549e-02,7.2098864847438549e-02
1580000,1.5800010000000000e+02,1.6212498010759191e-10,7.1364148085937940e-02,7.1364148085937940e-02
1585000,1.5850010000000000e+02,1.4423262584273289e-10,5.5830178971262079e-02,5.5830178971262079e-02
1590000,1.5900010000000000e+02,2.0007084877704528e-10,5.7558124006185429e-02,5.7558124006185429e-02
1595000,1.5950010000000000e+02,1.6925705281778392e-10,5.9183222417467096e-02,5.9183222417467096e-02
1600000,1.6000010000000000e+02,1.4160428385423529e-10,6.1072574618721287e-02,6.1072574618721287e-02
1605000,1.6050010000000000e+02,1.6150325521380182e-10,6.3300292466494712e-02,6.3300292466494712e-02
1610000,1.6100010000000000e+02,1.6893708654208694e-10,5.0089467942047605e-02,5.0089467942047605e-02
1615000,1.6150010000000000e+02,1.5857559709786528e-10,5.6380093037779577e-02,5.6380093037779577e-02
1620000,1.6200010000000000e+02,1.5194490110559400e-10,5.7832130717030417e-02,5.7832130717030417e-02
1625000,1.6250010000000000e+02,1.6199752650436494e-10,7.8970312838769263e-02,7.8970312838769263e-02
1630000,1.6300010000000000e+02,1.4408207960059372e-10,8.1319468040894294e-02,8.1319468040894294e-02
1635000,1.6350010000000000e+02,1.4418399807425430e-10,7.2792218564297073e-02,7.2792218564297073e-02
1640000,1.6400010000000000e+02,1.6333179253535945e-10,6.3962766627122747e-02,6.3962766627122747e-02
1645000,1.6450010000000000e+02,1.5167778144586919e-10,6.2479189076716429e-02,6.2479189076716429e-02
1650000,1.6500010000000000e+02,1.4876966325516605e-10,5.4032616152248691e-02,5.4032616152248691e-02
1655000,1.6550010000000000e+02,1.5182477497432956e-10,4.3322676664545368e-02,4.3322676664545368e-02
1660000,1.6600010000000000e+02,1.3888512562232336e-10,4.4788168343627976e-02,4.4788168343627976e-02
1665000,1.6650010000000000e+02,1.5001577757800533e-10,4.7724132911047157e-02,4.7724132911047157e-02
1670000,1.6700010000000000e+02,1.4675372028705169e-10,4.7334011480244298e-02,4.7334011480244298e-02
1675000,1.6750010000000000e+02,1.5726686619643715e-10,4.7849992708572930e-02,4.7849992708572930e-02
1680000,1.6800010000000000e+02,1.5370171801976085e-10,3.7819087858039557e-02,3.7819087858039557e-02
1685000,1.6850010000000000e+02,1.6042056572018737e-10,4.2693004715443017e-02,4.2693004715443017e-02
1690000,1.6900010000000000e+02,1.6644818856548227e-10,5.0594092519054806e-02,5.0594092519054806e-02
1695000,1.6950010000000000e+02,1.5683654375209244e-10,6.3625396358351433e-02,6.3625396358351433e-02
1700000,1.7000010000000000e+02,1.4983858598327515e-10,6.0472411905503343e-02,6.0472411905503343e-02
1705000,1.7050010000000000e+02,1.7756041081895546e-10,5.5075164845832969e-02,5.5075164845832969e-02
1710000,1.7100010000000000e+02,1.4339840426202954e-10,4.6620504177677269e-02,4.6620504177677269e-02
1715000,1.7150010000000000e+02,1.7312906663846661e-10,5.1226351809736489e-02,5.1226351809736489e-02
1720000,1.7200010000000000e+02,1.5892354099378281e-10,3.9645751929062722e-02,3.9645751929062722e-02
1725000,1.7250010000000000e+02,1.4677925541661807e-10,3.3778682568991081e-02,3.3778682568991081e-02
1730000,1.7300010000000000e+02,1.4908851930783840e-10,3.6261575717169148e-02,3.6261575717169148e-02
1735000,1.7350010000000000e+02,1.6349255282932518e-10,3.8405478092952361e-02,3.8405478092952361e-02
1740000,1.7400010000000000e+02,1.5819989762633213e-10,3.8955679968095014e-02,3.8955679968095014e-02
1745000,1.7450010000000000e+02,1.5473600178950164e-10,3.3534463930152691e-02,3.3534463930152691e-02
1750000,1.7500010000000000e+02,1.6047452255918415e-10,2.9242889350174828e-02,2.9242889350174828e-02
1755000,1.7550010000000000e+02,1.5423773369604987e-10,3.1955688698798834e-02,3.1955688698798834e-02
1760000,1.7600010000000000e+02,1.7687495912355189e-10,4.4867377029954358e-02,4.4867377029954358e-02
1765000,1.7650010000000000e+02,1.5022671995268411e-10,4.9092572075578295e-02,4.9092572075578295e-02
1770000,1.7700010000000000e+02,1.6823742399196817e-10,4.5430729023922645e-02,4.5430729023922645e-02
1775000,1.7750010000000000e+02,1.6265633284717751e-10,4.1306382249005846e-02,4.1306382249005846e-02
1780000,1.7800010000000000e+02,1.6915335798728393e-10,4.0869601642455261e-02,4.0869601642455261e-02
1785000,1.7850010000000000e+02,1.5268541986301898e-10,3.9642000951613091e-02,3.9642000951613091e-02
1790000,1.7900010000000000e+02,1.4775936030275716e-10,2.9065073168347055e-02,2.9065073168347055e-02
1795000,1.7950010000000000e+02,1.5743339965013092e-10,2.7272991792602341e-02,2.7272991792602341e-02
1800000,1.8000010000000000e+02,1.6319234852346653e-10,2.9929127923352450e-02,2.9929127923352450e-02
1805000,1.8050010000000000e+02,1.5337753289657030e-10,3.0294120503159938e-02,3.0294120503159938e-02
1810000,1.8100010000000000e+02,1.5107981532480608e-10,3.0118229420319276e-02,3.0118229420319276e-02
1815000,1.8150010000000000e+02,1.5632561911615994e-10,2.1863676041424585e-02,2.1863676041424585e-02
1820000,1.8200010000000000e+02,1.5884271675759010e-10,2.2719440486869136e-02,2.2719440486869136e-02
1825000,1.8250010000000000e+02,1.5765744265650028e-10,2.8540022715776631e-02,2.8540022715776631e-02
1830000,1.8300010000000000e+02,1.4717205232273045e-10,3.7357242552259917e-02,3.7357242552259917e-02
1835000,1.8350010000000000e+02,1.4033108008959516e-10,3.6966015071268288e-02,3.6966015071268288e-02
1840000,1.8400010000000000e+02,1.5312284773472129e-10,3.4534958576418084e-02,3.4534958576418084e-02
1845000,1.8450010000000000e+02,1.5298229349980375e-10,3.0118778195085127e-02,3.0118778195085127e-02
1850000,1.8500010000000000e+02,1.4947243442975378e-10,3.4775576821457571e-02,3.4775576821457571e-02
1855000,1.8550010000000000e+02,1.6405032887689686e-10,2.9214137847044852e-02,2.9214137847044852e-02
1860000,1.8600010000000000e+02,1.4837175932314040e-10,2.1949306096478161e-02,2.1949306096478161e-02
1865000,1.8650010000000000e+02,1.5470247305415796e-10,2.2820997283246491e-02,2.2820997283246491e-02
1870000,1.8700010000000000e+02,1.5919310314416180e-10,2.4526815785770317e-02,2.4526815785770317e-02
1875000,1.8750010000000000e+02,1.4640821888178834e-10,2.3995441550290764e-02,2.3995441550290764e-02
1880000,1.8800010000000000e+02,1.5065126923730077e-10,2.1075284502309222e-02,2.1075284502309222e-02
1885000,1.8850010000000000e+02,1.7517609585127047e-10,1.4828422931504548e-02,1.4828422931504548e-02
1890000,1.8900010000000000e+02,1.5579848522406792e-10,1.7425781672037122e-02,1.7425781672037122e-02
1895000,1.8950010000000000e+02,1.4672907333590501e-10,2.6150737618680975e-02,2.6150737618680975e-02
1900000,1.9000010000000000e+02,1.4482037791196944e-10,2.9381135704819067e-02,2.9381135704819067e-02
1905000,1.9050010000000000e+02,1.5582690693349832e-10,2.8010388963458865e-02,2.8010388963458865e-02
1910000,1.9100010000000000e+02,1.5671242081793935e-10,2.5974019673615345e-02,2.5974019673615345e-02
1915000,1.9150010000000000e+02,1.6134471536588535e-10,2.6860983735117056e-02,2.6860983735117056e-02
1920000,1.9200010000000000e+02,1.5038281730994640e-10,2.7430353966561672e-02,2.7430353966561672e-02
1925000,1.9250010000000000e+02,1.6800627555824121e-10,2.1280285257929243e-02,2.1280285257929243e-02
1930000,1.9300010000000000e+02,1.6211765263562938e-10,1.7163896472847773e-02,1.7163896472847773e-02
1935000,1.9350010000000000e+02,1.5610046588676596e-10,1.9277407540442493e-02,1.9277407540442493e-02
1940000,1.9400010000000000e+02,1.6090151433445499e-10,1.9539301696207989e-02,1.9539301696207989e-02
1945000,1.9450010000000000e+02,1.6141155079196778e-10,1.8535738475342178e-02,1.8535738475342178e-02
1950000,1.9500010000000000e+02,1.7775736438352396e-10,1.3372323717519730e-02,1.3372323717519730e-02
1955000,1.9550010000000000e+02,1.8042478622248836e-10,1.1999616733724405e-02,1.1999616733724405e-02
1960000,1.9600010000000000e+02,1.5723822244240182e-10,1.6908450743080478e-02,1.6908450743080478e-02
1965000,1.9650010000000000e+02,1.5291079513701789e-10,2.2160293326402958e-02,2.2160293326402958e-02
1970000,1.9700010000000000e+02,1.7894263848461378e-10,2.2419266733759269e-02,2.2419266733759269e-02
1975000,1.9750010000000000e+02,1.6012635661866170e-10,2.1419975880220488e-02,2.1419975880220488e-02
1980000,1.9800010000000000e+02,1.5345369419605959e-10,1.8829440993487712e-02,1.8829440993487712e-02
1985000,1.9850010000000000e+02,1.5112910922709943e-10,2.3326678127894962e-02,2.3326678127894962e-02
1990000,1.9900010000000000e+02,1.5951506782130309e-10,2.0345297153440911e-02,2.0345297153440911e-02
1995000,1.9950010000000000e+02,1.6178813844192064e-10,1.6057830519419003e-02,1.6057830519419003e-02
1999999,2.0000000000000000e+02,1.5109713480399023e-10,1.4882953840120727e-02,1.4882953840120727e-02
