step,time,psi_res,omega_res,max_residual
310000,3.1000100000000000e+01,1.5017143084605777e-10,1.7284389690033635e+00,1.7284389690033635e+00
315000,3.1500100000000000e+01,1.4007106585722795e-10,1.5345820500427449e+00,1.5345820500427449e+00
320000,3.2000100000000003e+01,1.4506418288817713e-10,1.4810298904397823e+00,1.4810298904397823e+00
325000,3.2500100000000003e+01,1.4004131188016800e-10,1.6615595501509297e+00,1.6615595501509297e+00
330000,3.3000100000000003e+01,1.4313572549440323e-10,1.6135128546942497e+00,1.6135128546942497e+00
335000,3.3500100000000003e+01,1.5146239817909191e-10,1.3599094891942363e+00,1.3599094891942363e+00
340000,3.4000100000000003e+01,1.2764411749799365e-10,1.3712498546106611e+00,1.3712498546106611e+00
345000,3.4500100000000003e+01,1.3226264528043430e-10,1.4008250278611467e+00,1.4008250278611467e+00
350000,3.5000100000000003e+01,1.3900303130753855e-10,1.6125013815707638e+00,1.6125013815707638e+00
355000,3.5500100000000003e+01,1.3562040379611062e-10,2.0301513952232391e+00,2.0301513952232391e+00
360000,3.6000100000000003e+01,1.5483925253079178e-10,1.9657862620851545e+00,1.9657862620851545e+00
365000,3.6500100000000003e+01,1.6010170966751502e-10,1.6641432129318865e+00,1.6641432129318865e+00
370000,3.7000100000000003e+01,1.6801315894099389e-10,1.1090404676717793e+00,1.1090404676717793e+00
375000,3.7500100000000003e+01,1.3293877110243102e-10,9.9870956182148429e-01,9.9870956182148429e-01
380000,3.8000100000000003e+01,1.7872769930704635e-10,1.3846489766172823e+00,1.3846489766172823e+00
385000,3.8500100000000003e+01,1.3329959358543420e-10,1.6986307320033380e+00,1.6986307320033380e+00
390000,3.9000100000000003e+01,1.3684919863976575e-10,1.8570267733055705e+00,1.8570267733055705e+00
395000,3.9500100000000003e+01,1.6134293900904595e-10,1.7227769922292429e+00,1.7227769922292429e+00
400000,4.0000100000000003e+01,1.3924816855137578e-10,1.6784361506801813e+00,1.6784361506801813e+00
405000,4.0500100000000003e+01,1.5180701140593555e-10,2.1690736960171022e+00,2.1690736960171022e+00
410000,4.1000100000000003e+01,1.6839862837514374e-10,2.2559829631527140e+00,2.2559829631527140e+00
415000,4.1500100000000003e+01,1.3992851322086608e-10,2.0140074900527170e+00,2.0140074900527170e+00
420000,4.2000100000000003e+01,1.4672352222078189e-10,1.9336536993980447e+00,1.9336536993980447e+00
425000,4.2500100000000003e+01,1.3494050321583018e-10,2.1654190367567727e+00,2.1654190367567727e+00
430000,4.3000100000000003e+01,1.3118239827747402e-10,2.8239176396562744e+00,2.8239176396562744e+00
435000,4.3500100000000003e+01,1.5153966970160582e-10,3.2539945257992455e+00,3.2539945257992455e+00
440000,4.4000100000000003e+01,1.4176193552373206e-10,2.6782373946781628e+00,2.6782373946781628e+00
445000,4.4500100000000003e+01,1.4732925990301737e-10,2.5874047603331549e+00,2.5874047603331549e+00
450000,4.5000100000000003e+01,1.4927437064216065e-10,2.8591752537710486e+00,2.8591752537710486e+00
455000,4.5500100000000003e+01,1.4327250497103705e-10,3.2658993946096397e+00,3.2658993946096397e+00
460000,4.6000100000000003e+01,1.7094747839507818e-10,3.4808225183928303e+00,3.4808225183928303e+00
465000,4.6500100000000003e+01,1.4819634408524962e-10,3.1920078573860424e+00,3.1920078573860424e+00
470000,4.7000100000000003e+01,1.5498402561320290e-10,2.8053221534609296e+00,2.8053221534609296e+00
475000,4.7500100000000003e+01,1.5253154295180593e-10,2.2297674793631610e+00,2.2297674793631610e+00
480000,4.8000100000000003e+01,1.5101808692463692e-10,1.8694793025095759e+00,1.8694793025095759e+00
485000,4.8500100000000003e+01,1.6072254638288541e-10,2.3140013184043031e+00,2.3140013184043031e+00
490000,4.9000100000000003e+01,1.5134138386940776e-10,3.2152191127954479e+00,3.2152191127954479e+00
495000,4.9500100000000003e+01,1.4434409223440525e-10,3.7627786927799862e+00,3.7627786927799862e+00
500000,5.0000100000000003e+01,1.3878320714866277e-10,3.4318255979114882e+00,3.4318255979114882e+00
505000,5.0500100000000003e+01,1.3822942790397974e-10,3.3300110326630001e+00,3.3300110326630001e+00
510000,5.1000100000000003e+01,1.5764278771257523e-10,3.8823555461221413e+00,3.8823555461221413e+00
515000,5.1500100000000003e+01,1.5497714223045023e-10,4.2110715948724087e+00,4.2110715948724087e+00
520000,5.2000100000000003e+01,1.4619883081934404e-10,3.7600015372831468e+00,3.7600015372831468e+00
525000,5.2500100000000003e+01,1.3663092879312444e-10,4.5865881673100022e+00,4.5865881673100022e+00
530000,5.3000100000000003e+01,1.3926348962911561e-10,5.4639640763049311e+00,5.4639640763049311e+00
535000,5.3500100000000003e+01,1.3864975834110282e-10,5.2962336957625009e+00,5.2962336957625009e+00
540000,5.4000100000000003e+01,1.4551049254407644e-10,5.1760052888212007e+00,5.1760052888212007e+00
545000,5.4500100000000003e+01,1.5604717518158395e-10,4.1293721773056538e+00,4.1293721773056538e+00
550000,5.5000100000000003e+01,1.4642664858399712e-10,3.1192690648368737e+00,3.1192690648368737e+00
555000,5.5500100000000003e+01,1.4572609785545865e-10,2.3947779631517956e+00,2.3947779631517956e+00
560000,5.6000100000000003e+01,1.5501933070538598e-10,2.1015826632262531e+00,2.1015826632262531e+00
565000,5.6500100000000003e+01,1.4631029721101640e-10,2.4981716113321681e+00,2.4981716113321681e+00
570000,5.7000100000000003e+01,1.4332135478412056e-10,2.8675312606834185e+00,2.8675312606834185e+00
575000,5.7500100000000003e+01,1.4356293931427899e-10,3.8799634170186628e+00,3.8799634170186628e+00
580000,5.8000100000000003e+01,1.5147283427552338e-10,3.6832747564804897e+00,3.6832747564804897e+00
585000,5.8500100000000003e+01,1.6425061311053923e-10,3.4685512692752827e+00,3.4685512692752827e+00
590000,5.9000100000000003e+01,1.5497292338295665e-10,3.8801514064372888e+00,3.8801514064372888e+00
595000,5.9500100000000003e+01,1.5454437729545134e-10,3.7919153682121798e+00,3.7919153682121798e+00
600000,6.0000100000000003e+01,1.5081891291401917e-10,3.9456618700082604e+00,3.9456618700082604e+00
605000,6.0500100000000003e+01,1.5359225002953281e-10,4.8534238898620456e+00,4.8534238898620456e+00
610000,6.1000100000000003e+01,1.4490586508486558e-10,5.6273939621987870e+00,5.6273939621987870e+00
615000,6.1500100000000003e+01,1.4410739268555517e-10,5.4885318981308835e+00,5.4885318981308835e+00
620000,6.2000100000000003e+01,1.5700818423169949e-10,5.0269814998033171e+00,5.0269814998033171e+00
625000,6.2500100000000003e+01,1.4018164407048062e-10,3.8176361329705304e+00,3.8176361329705304e+00
630000,6.3000100000000003e+01,1.5706125289227657e-10,2.7005209423562730e+00,2.7005209423562730e+00
635000,6.3500100000000003e+01,1.5319967516802535e-10,2.0303239296077265e+00,2.0303239296077265e+00
640000,6.4000100000000003e+01,1.3467582604675954e-10,2.3080873666601747e+00,2.3080873666601747e+00
645000,6.4500100000000003e+01,1.5430834388041603e-10,2.3409603473794789e+00,2.3409603473794789e+00
650000,6.5000100000000003e+01,1.5977552614288015e-10,2.6623280511386822e+00,2.6623280511386822e+00
655000,6.5500100000000003e+01,1.5123502450364867e-10,3.2731997483687811e+00,3.2731997483687811e+00
660000,6.6000100000000003e+01,1.4817347349094234e-10,3.0763802786877816e+00,3.0763802786877816e+00
665000,6.6500100000000003e+01,1.5169265843439916e-10,3.0468484108254481e+00,3.0468484108254481e+00
670000,6.7000100000000003e+01,1.4266232639670307e-10,3.5943635040953055e+00,3.5943635040953055e+00
675000,6.7500100000000003e+01,1.5046208723390464e-10,2.6806854510358380e+00,2.6806854510358380e+00
680000,6.8000100000000003e+01,1.6451617845802957e-10,3.6130240246477592e+00,3.6130240246477592e+00
685000,6.8500100000000003e+01,1.7135071139762204e-10,4.3548039696089829e+00,4.3548039696089829e+00
690000,6.9000100000000003e+01,1.4143264337462824e-10,4.5247913508113555e+00,4.5247913508113555e+00
695000,6.9500100000000003e+01,1.5594125990503471e-10,4.7898233407240500e+00,4.7898233407240500e+00
700000,7.0000100000000003e+01,1.4168333173358860e-10,3.9329694758646987e+00,3.9329694758646987e+00
705000,7.0500100000000003e+01,1.3962608846895819e-10,2.9031682045545599e+00,2.9031682045545599e+00
710000,7.1000100000000003e+01,1.4546497340006681e-10,1.9700092774791484e+00,1.9700092774791484e+00
715000,7.1500100000000003e+01,1.5743606418539002e-10,1.6862767025370431e+00,1.6862767025370431e+00
720000,7.2000100000000003e+01,1.5874546122063293e-10,2.1663956844730876e+00,2.1663956844730876e+00
725000,7.2500100000000003e+01,1.4968093431377838e-10,1.8644755807425639e+00,1.8644755807425639e+00
730000,7.3000100000000003e+01,1.3838841184110606e-10,2.4196320826599504e+00,2.4196320826599504e+00
735000,7.3500100000000003e+01,1.6293943971845692e-10,2.4481589848193237e+00,2.4481589848193237e+00
740000,7.4000100000000003e+01,1.4509593526668141e-10,2.5200297708592085e+00,2.5200297708592085e+00
745000,7.4500100000000003e+01,1.6129875213266587e-10,2.9696542588742298e+00,2.9696542588742298e+00
750000,7.5000100000000003e+01,1.7931611751009768e-10,2.4337650251333445e+00,2.4337650251333445e+00
755000,7.5500100000000003e+01,1.4486434274374460e-10,2.5808417662624570e+00,2.5808417662624570e+00
760000,7.6000100000000003e+01,1.5592327429203579e-10,3.1622578547005924e+00,3.1622578547005924e+00
765000,7.6500100000000003e+01,1.6718559869843830e-10,3.3988297869338084e+00,3.3988297869338084e+00
770000,7.7000100000000003e+01,1.5546075537997694e-10,3.9132605854021523e+00,3.9132605854021523e+00
775000,7.7500100000000003e+01,1.3673773224809338e-10,3.3803863227197413e+00,3.3803863227197413e+00
780000,7.8000100000000003e+01,1.4192669262058644e-10,2.5752747665353581e+00,2.5752747665353581e+00
785000,7.8500100000000003e+01,1.4474421661248016e-10,1.8395033248216366e+00,1.8395033248216366e+00
790000,7.9000100000000003e+01,1.4527712366430023e-10,1.6180571407014606e+00,1.6180571407014606e+00
795000,7.9500100000000003e+01,1.4653811497566949e-10,1.7179416323661201e+00,1.7179416323661201e+00
800000,8.0000100000000003e+01,1.4919709911964674e-10,1.5276934319764024e+00,1.5276934319764024e+00
805000,8.0500100000000003e+01,1.5181211843184883e-10,1.6655912625130895e+00,1.6655912625130895e+00
810000,8.1000100000000003e+01,1.4804735215534492e-10,1.7530304843715252e+00,1.7530304843715252e+00
815000,8.1500100000000003e+01,1.4443268803177034e-10,1.9255241277667388e+00,1.9255241277667388e+00
820000,8.2000100000000003e+01,1.5391088403760023e-10,2.3419348734667098e+00,2.3419348734667098e+00
825000,8.2500100000000003e+01,1.4030399064779431e-10,1.7558067821644943e+00,1.7558067821644943e+00
830000,8.3000100000000003e+01,1.4936607506399469e-10,1.8088651145730528e+00,1.8088651145730528e+00
835000,8.3500100000000003e+01,1.5605183811828738e-10,2.1920079159710126e+00,2.1920079159710126e+00
840000,8.4000100000000003e+01,1.4285705951522232e-10,2.4937570193734442e+00,2.4937570193734442e+00
845000,8.4500100000000003e+01,1.4822365557165540e-10,2.9112936393636515e+00,2.9112936393636515e+00
850000,8.5000100000000003e+01,1.4809353743316933e-10,2.4904211925724922e+00,2.4904211925724922e+00
855000,8.5500100000000003e+01,1.5965095911951721e-10,1.9268853941103745e+00,1.9268853941103745e+00
860000,8.6000100000000003e+01,1.4976775375430407e-10,1.6349727477082068e+00,1.6349727477082068e+00
865000,8.6500100000000003e+01,1.4241563484063136e-10,1.2836240118000304e+00,1.2836240118000304e+00
870000,8.7000100000000003e+01,1.8026602432996697e-10,1.2183954131211578e+00,1.2183954131211578e+00
875000,8.7500100000000003e+01,1.4353651600629291e-10,1.0586751042113534e+00,1.0586751042113534e+00
880000,8.8000100000000003e+01,1.5147660903380711e-10,1.0794144383206590e+00,1.0794144383206590e+00
885000,8.8500100000000003e+01,1.4975354289958887e-10,1.2368490064135638e+00,1.2368490064135638e+00
890000,8.9000100000000003e+01,1.6881984699068653e-10,1.5468955938007398e+00,1.5468955938007398e+00
895000,8.9500100000000003e+01,1.6034218397464883e-10,1.5956983126086788e+00,1.5956983126086788e+00
900000,9.0000100000000003e+01,1.7773138516474773e-10,1.1122039309620129e+00,1.1122039309620129e+00
905000,9.0500100000000003e+01,1.5135093178741954e-10,1.2224128728052266e+00,1.2224128728052266e+00
910000,9.1000100000000003e+01,1.5574030953757756e-10,1.4052662689285915e+00,1.4052662689285915e+00
915000,9.1500100000000003e+01,1.4553291904917387e-10,1.9495171933691728e+00,1.9495171933691728e+00
920000,9.2000100000000003e+01,1.5022960653254813e-10,1.9474267466536377e+00,1.9474267466536377e+00
925000,9.2500100000000003e+01,1.6905010724599379e-10,1.6505119987293178e+00,1.6505119987293178e+00
930000,9.3000100000000003e+01,1.5392176422324155e-10,1.2484487361867769e+00,1.2484487361867769e+00
935000,9.3500100000000003e+01,1.3849610347449470e-10,1.2392944457714521e+00,1.2392944457714521e+00
940000,9.4000100000000003e+01,1.5103096551172257e-10,8.3543609246746886e-01,8.3543609246746886e-01
945000,9.4500100000000003e+01,1.3793499675784915e-10,7.9109472030742012e-01,7.9109472030742012e-01
950000,9.5000100000000003e+01,1.8854562355841153e-10,7.1862285545273608e-01,7.1862285545273608e-01
955000,9.5500100000000003e+01,1.4497580913541697e-10,7.3455535584460208e-01,7.3455535584460208e-01
960000,9.6000100000000003e+01,1.7048762401827844e-10,9.1888394170605914e-01,9.1888394170605914e-01
965000,9.6500100000000003e+01,1.4555490146506145e-10,1.1656525870061880e+00,1.1656525870061880e+00
970000,9.7000100000000003e+01,1.6686829695800043e-10,9.0689269607837408e-01,9.0689269607837408e-01
975000,9.7500100000000003e+01,1.4759793387497666e-10,7.1396804020041937e-01,7.1396804020041937e-01
980000,9.8000100000000003e+01,1.6638157518400476e-10,7.9419814642279363e-01,7.9419814642279363e-01
985000,9.8500100000000003e+01,1.6083356868534793e-10,1.1726798855364573e+00,1.1726798855364573e+00
990000,9.9000100000000003e+01,1.3827627931561892e-10,1.3320039135657433e+00,1.3320039135657433e+00
995000,9.9500100000000003e+01,1.5362511263106171e-10,1.2175084471718267e+00,1.2175084471718267e+00
1000000,1.0000010000000000e+02,1.3723733260917470e-10,1.0062380895664305e+00,1.0062380895664305e+00
1005000,1.0050010000000000e+02,1.4593370956106355e-10,1.0079553494183644e+00,1.0079553494183644e+00
1010000,1.0100010000000000e+02,1.6037349226394326e-10,7.5546571402710494e-01,7.5546571402710494e-01
1015000,1.0150010000000000e+02,1.4272516501989685e-10,5.1237467321411101e-01,5.1237467321411101e-01
1020000,1.0200010000000000e+02,1.5931433949845086e-10,4.8683867218873900e-01,4.8683867218873900e-01
1025000,1.0250010000000000e+02,1.5943846243260396e-10,4.7664687758003765e-01,4.7664687758003765e-01
1030000,1.0300010000000000e+02,1.4064416298253946e-10,5.7493060387883654e-01,5.7493060387883654e-01
1035000,1.0350010000000000e+02,1.5143530873729105e-10,7.8521229979875296e-01,7.8521229979875296e-01
1040000,1.0400010000000000e+02,1.5764500815862448e-10,6.6869956512040329e-01,6.6869956512040329e-01
1045000,1.0450010000000000e+02,1.6641199529487949e-10,5.4794076555605598e-01,5.4794076555605598e-01
1050000,1.0500010000000000e+02,1.6932544255610082e-10,4.4595921269981842e-01,4.4595921269981842e-01
1055000,1.0550010000000000e+02,1.4052115027141099e-10,7.1746260177167098e-01,7.1746260177167098e-01
1060000,1.0600010000000000e+02,1.3700751644307729e-10,8.6415574645430704e-01,8.6415574645430704e-01
1065000,1.0650010000000000e+02,1.5779066941945530e-10,8.3471828862661601e-01,8.3471828862661601e-01
1070000,1.0700010000000000e+02,1.6176704420445276e-10,7.3573282614148150e-01,7.3573282614148150e-01
1075000,1.0750010000000000e+02,1.5430257072068798e-10,7.6359276469535486e-01,7.6359276469535486e-01
1080000,1.0800010000000000e+02,1.6291701321335950e-10,6.1764035877814760e-01,6.1764035877814760e-01
1085000,1.0850010000000000e+02,1.4769829803640278e-10,4.3512696112426186e-01,4.3512696112426186e-01
1090000,1.0900010000000000e+02,1.7490897619154566e-10,3.2254239325088463e-01,3.2254239325088463e-01
1095000,1.0950010000000000e+02,1.7372125959980167e-10,3.3395412937920810e-01,3.3395412937920810e-01
1100000,1.1000010000000000e+02,1.6136114666664980e-10,3.9699440741701658e-01,3.9699440741701658e-01
1105000,1.1050010000000000e+02,1.5188472701765932e-10,5.2977049947088517e-01,5.2977049947088517e-01
1110000,1.1100010000000000e+02,1.5747581016967160e-10,4.6802219606967776e-01,4.6802219606967776e-01
1115000,1.1150010000000000e+02,1.4908141388048080e-10,4.0455476847604288e-01,4.0455476847604288e-01
1120000,1.1200010000000000e+02,1.6532419877535176e-10,3.4654246865861515e-01,3.4654246865861515e-01
1125000,1.1250010000000000e+02,1.6047696504983833e-10,4.7124812988483739e-01,4.7124812988483739e-01
1130000,1.1300010000000000e+02,1.4250667312865062e-10,5.6423852348029202e-01,5.6423852348029202e-01
1135000,1.1350010000000000e+02,1.7347856484661861e-10,5.6344110637875433e-01,5.6344110637875433e-01
1140000,1.1400010000000000e+02,1.5694290311785153e-10,5.1614724339699780e-01,5.1614724339699780e-01
1145000,1.1450010000000000e+02,1.5023671195990573e-10,5.6876399036836878e-01,5.6876399036836878e-01
1150000,1.1500010000000000e+02,1.5200085634603511e-10,4.7753158466362733e-01,4.7753158466362733e-01
1155000,1.1550010000000000e+02,1.4407031123653269e-10,3.5200195652829569e-01,3.5200195652829569e-01
1160000,1.1600010000000000e+02,1.7378298799997083e-10,2.5202379431820909e-01,2.5202379431820909e-01
1165000,1.1650010000000000e+02,1.4777912227259549e-10,2.3457801832404357e-01,2.3457801832404357e-01
1170000,1.1700010000000000e+02,1.7470713764566881e-10,2.9585185513320394e-01,2.9585185513320394e-01
1175000,1.1750010000000000e+02,1.6805778990658382e-10,3.6643456081824177e-01,3.6643456081824177e-01
1180000,1.1800010000000000e+02,1.4497314460015787e-10,3.2490716607626868e-01,3.2490716607626868e-01
1185000,1.1850010000000000e+02,1.8215895458695286e-10,2.9696611257366534e-01,2.9696611257366534e-01
1190000,1.1900010000000000e+02,1.7593704271234856e-10,2.6302761541867303e-01,2.6302761541867303e-01
1195000,1.1950010000000000e+02,1.4787726598797235e-10,3.3129809283297701e-01,3.3129809283297701e-01
1200000,1.2000010000000000e+02,1.4761436517574111e-10,3.8090949446665934e-01,3.8090949446665934e-01
1205000,1.2050010000000000e+02,1.4471512876923498e-10,3.8715346980140986e-01,3.8715346980140986e-01
1210000,1.2100010000000000e+02,1.7149037745411988e-10,3.5909593050034871e-01,3.5909593050034871e-01
1215000,1.2150010000000000e+02,1.4627343780659885e-10,4.2515634479990960e-01,4.2515634479990960e-01
1220000,1.2200010000000000e+02,1.5489565186044274e-10,3.5960515116198744e-01,3.5960515116198744e-01
1225000,1.2250010000000000e+02,1.5316770074491615e-10,2.7717292573834484e-01,2.7717292573834484e-01
1230000,1.2300010000000000e+02,1.5812329223763300e-10,2.0284471827368922e-01,2.0284471827368922e-01
1235000,1.2350010000000000e+02,1.6657542012410431e-10,1.7103430216064908e-01,1.7103430216064908e-01
1240000,1.2400010000000000e+02,1.5342194181755531e-10,2.2856133876771956e-01,2.2856133876771956e-01
1245000,1.2450010000000000e+02,1.4077672361167970e-10,2.5842938265901627e-01,2.5842938265901627e-01
1250000,1.2500010000000000e+02,1.4855161545312967e-10,2.2986354602855541e-01,2.2986354602855541e-01
1255000,1.2550010000000000e+02,1.6035905936462314e-10,2.2073982808380377e-01,2.2073982808380377e-01
1260000,1.2600010000000000e+02,1.6755818954550250e-10,2.0717795792698623e-01,2.0717795792698623e-01
1265000,1.2650010000000000e+02,1.4663759095867590e-10,2.4251524276887962e-01,2.4251524276887962e-01
1270000,1.2700010000000000e+02,1.5909873418706866e-10,2.6695187187990843e-01,2.6695187187990843e-01
1275000,1.2750010000000000e+02,1.4939316450579554e-10,2.7329417823250512e-01,2.7329417823250512e-01
1280000,1.2800010000000000e+02,1.6470647068445032e-10,2.6973352541589973e-01,2.6973352541589973e-01
1285000,1.2850010000000000e+02,1.5882828385826997e-10,3.1920754858674971e-01,3.1920754858674971e-01
1290000,1.2900010000000000e+02,1.6246382017470751e-10,2.6818207361648416e-01,2.6818207361648416e-01
1295000,1.2950010000000000e+02,1.4506040812989340e-10,2.1507282385992488e-01,2.1507282385992488e-01
1300000,1.3000010000000000e+02,1.4522250069148868e-10,1.5881979163383386e-01,1.5881979163383386e-01
1305000,1.3050010000000000e+02,1.4980705564937580e-10,1.3565252971146280e-01,1.3565252971146280e-01
1310000,1.3100010000000000e+02,1.4294254668811845e-10,1.7753877687720854e-01,1.7753877687720854e-01
1315000,1.3150010000000000e+02,1.6082801757022480e-10,1.8416490665779461e-01,1.8416490665779461e-01
1320000,1.3200010000000000e+02,1.6112977618831792e-10,1.6798137585972506e-01,1.6798137585972506e-01
1325000,1.3250010000000000e+02,1.4371037693194921e-10,1.6675789478519754e-01,1.6675789478519754e-01
1330000,1.3300010000000000e+02,1.5269874253931448e-10,1.6521420720343460e-01,1.6521420720343460e-01
1335000,1.3350010000000000e+02,1.5906698180856438e-10,1.8004137180637406e-01,1.8004137180637406e-01
1340000,1.3400010000000000e+02,1.4460521668979709e-10,1.9295271368294964e-01,1.9295271368294964e-01
1345000,1.3450010000000000e+02,1.6526713331188603e-10,1.9661751471050337e-01,1.9661751471050337e-01
1350000,1.3500010000000000e+02,1.4890866317784912e-10,2.1879279123867074e-01,2.1879279123867074e-01
