snapshot,psi_min,psi_min_x,psi_min_y,psi_max,psi_max_x,psi_max_y
/home/jovyan/sentsov_a/study/Fluid-mechanics/alex/results/binaries/gpu_cavity_re10000/result_1999999.bin,-9.8797059582796262e-02,5.1166666666666671e-01,5.3000000000000003e-01,3.3863928024231000e-03,7.7666666666666673e-01,5.8333333333333334e-02
