step,time,psi_res,omega_res,max_residual
140000,1.4000100000000002e+01,1.3851320090907393e-10,4.8116471695118146e-01,4.8116471695118146e-01
145000,1.4500100000000002e+01,1.3198553361348786e-10,4.4172080461737995e-01,4.4172080461737995e-01
150000,1.5000100000000002e+01,1.3874146276293686e-10,4.0929229252575344e-01,4.0929229252575344e-01
155000,1.5500100000000002e+01,1.3095036166532736e-10,4.0993693074869980e-01,4.0993693074869980e-01
160000,1.6000100000000000e+01,1.5730838853755813e-10,4.0634172630358145e-01,4.0634172630358145e-01
165000,1.6500100000000000e+01,1.4503243050967285e-10,3.9872977029186707e-01,3.9872977029186707e-01
170000,1.7000100000000000e+01,1.3217915650898249e-10,3.8753944771234572e-01,3.8753944771234572e-01
175000,1.7500100000000000e+01,1.5730661218071873e-10,3.7341524300170936e-01,3.7341524300170936e-01
180000,1.8000100000000000e+01,1.6452217366236255e-10,3.5705444009876769e-01,3.5705444009876769e-01
185000,1.8500100000000000e+01,1.5708723211105280e-10,3.3916771468194623e-01,3.3916771468194623e-01
190000,1.9000100000000000e+01,1.5811973952395419e-10,3.2039312362486533e-01,3.2039312362486533e-01
195000,1.9500100000000000e+01,1.4721779351134501e-10,3.0125492263031894e-01,3.0125492263031894e-01
200000,2.0000100000000000e+01,1.3931433784364344e-10,2.8213272866573447e-01,2.8213272866573447e-01
205000,2.0500100000000000e+01,1.4096412925823643e-10,2.6328092983926182e-01,2.6328092983926182e-01
210000,2.1000100000000000e+01,1.4426460026584209e-10,2.4484784748146357e-01,2.4484784748146357e-01
215000,2.1500100000000000e+01,1.5715340140332046e-10,2.2689635449116394e-01,2.2689635449116394e-01
220000,2.2000100000000000e+01,1.4844614426579028e-10,2.0947292520915806e-01,2.0947292520915806e-01
225000,2.2500100000000000e+01,1.3897194506284904e-10,1.9259665336333090e-01,1.9259665336333090e-01
230000,2.3000100000000000e+01,1.4663559255723158e-10,1.7631062394412941e-01,1.7631062394412941e-01
235000,2.3500100000000000e+01,1.4893775102109430e-10,1.6068220686558776e-01,1.6068220686558776e-01
240000,2.4000100000000000e+01,1.6010526238119382e-10,1.4580879005636413e-01,1.4580879005636413e-01
245000,2.4500100000000000e+01,1.5042989076619051e-10,1.3179415177936618e-01,1.3179415177936618e-01
250000,2.5000100000000000e+01,1.5762635641181078e-10,1.1875275677123054e-01,1.1875275677123054e-01
255000,2.5500100000000000e+01,1.4302159456747177e-10,1.0678263054853973e-01,1.0678263054853973e-01
260000,2.6000100000000000e+01,1.5568790701081525e-10,9.5944815596625460e-02,9.5944815596625460e-02
265000,2.6500100000000000e+01,1.4734169440089318e-10,8.6248499486295899e-02,8.6248499486295899e-02
270000,2.7000100000000000e+01,1.6312728945422350e-10,7.7646029191182991e-02,7.7646029191182991e-02
275000,2.7500100000000000e+01,1.8256596234778044e-10,7.0039232312173877e-02,7.0039232312173877e-02
280000,2.8000100000000000e+01,1.6413181924690434e-10,6.3295188735559171e-02,6.3295188735559171e-02
285000,2.8500100000000000e+01,1.6085399678900103e-10,5.7267506876631125e-02,5.7267506876631125e-02
290000,2.9000100000000000e+01,1.4307133255897497e-10,5.1817750655900552e-02,5.1817750655900552e-02
295000,2.9500100000000000e+01,1.5324452817822021e-10,4.6835821202868083e-02,4.6835821202868083e-02
300000,3.0000100000000000e+01,1.4521273072887197e-10,4.2244100959108966e-02,4.2244100959108966e-02
305000,3.0500100000000000e+01,1.4455237007382493e-10,3.8001162452948573e-02,3.8001162452948573e-02
310000,3.1000100000000000e+01,1.4144951876460254e-10,3.4093961714558280e-02,3.4093961714558280e-02
315000,3.1500100000000000e+01,1.4236700707215277e-10,3.0528381306855104e-02,3.0528381306855104e-02
320000,3.2000100000000003e+01,1.5268586395222883e-10,2.7316154716118562e-02,2.7316154716118562e-02
325000,3.2500100000000003e+01,1.5179013601596125e-10,2.4468221744270047e-02,2.4468221744270047e-02
330000,3.3000100000000003e+01,1.5502266137445986e-10,2.1980100623287827e-02,2.1980100623287827e-02
335000,3.3500100000000003e+01,1.3727285974596271e-10,1.9830181771752775e-02,1.9830181771752775e-02
340000,3.4000100000000003e+01,1.5110801498963156e-10,1.7977468581985540e-02,1.7977468581985540e-02
345000,3.4500100000000003e+01,1.7233015014994635e-10,1.6368905788040164e-02,1.6368905788040164e-02
350000,3.5000100000000003e+01,1.5792922525292852e-10,1.4947526707333306e-02,1.4947526707333306e-02
355000,3.5500100000000003e+01,1.7585355394089675e-10,1.3661968296702034e-02,1.3661968296702034e-02
360000,3.6000100000000003e+01,1.7630519266731426e-10,1.2473070974844763e-02,1.2473070974844763e-02
365000,3.6500100000000003e+01,1.5187984203635096e-10,1.1356910571413942e-02,1.1356910571413942e-02
370000,3.7000100000000003e+01,1.5608936365651971e-10,1.0303940014123020e-02,1.0303940014123020e-02
375000,3.7500100000000003e+01,1.3965051337549994e-10,9.3164164038143926e-03,9.3164164038143926e-03
380000,3.8000100000000003e+01,1.5785106555199491e-10,8.7639687031462188e-03,8.7639687031462188e-03
385000,3.8500100000000003e+01,1.5784928919515551e-10,8.3108341874642555e-03,8.3108341874642555e-03
390000,3.9000100000000003e+01,1.5179413281884990e-10,7.8689816728343409e-03,7.8689816728343409e-03
395000,3.9500100000000003e+01,1.7629053772338921e-10,7.4114464678469716e-03,7.4114464678469716e-03
400000,4.0000100000000003e+01,1.4243717316730908e-10,6.9285887011010239e-03,6.9285887011010239e-03
405000,4.0500100000000003e+01,1.4865220165916071e-10,6.4274586273014300e-03,6.4274586273014300e-03
410000,4.1000100000000003e+01,1.5813128584341030e-10,5.9268902538267554e-03,5.9268902538267554e-03
415000,4.1500100000000003e+01,1.4838663631167037e-10,5.4505943692753078e-03,5.4505943692753078e-03
420000,4.2000100000000003e+01,1.6082335463352138e-10,5.0208377928986359e-03,5.0208377928986359e-03
425000,4.2500100000000003e+01,1.4335022058276081e-10,4.6527459006631133e-03,4.6527459006631133e-03
430000,4.3000100000000003e+01,1.5002843412048605e-10,4.3512335772590838e-03,4.3512335772590838e-03
435000,4.3500100000000003e+01,1.4500622924629170e-10,4.1112177296995789e-03,4.1112177296995789e-03
440000,4.4000100000000003e+01,1.4614220944508816e-10,3.9190652978811080e-03,3.9190652978811080e-03
445000,4.4500100000000003e+01,1.4780399126834709e-10,3.7565948936122417e-03,3.7565948936122417e-03
450000,4.5000100000000003e+01,1.5944046083404828e-10,3.6053215022868734e-03,3.6053215022868734e-03
455000,4.5500100000000003e+01,1.5374279627167198e-10,3.4503513231154415e-03,3.4503513231154415e-03
460000,4.6000100000000003e+01,1.5226442329208112e-10,3.2832790481989171e-03,3.2832790481989171e-03
465000,4.6500100000000003e+01,1.5615775339483662e-10,3.1027052026346702e-03,3.1027052026346702e-03
470000,4.7000100000000003e+01,1.6125900614838429e-10,2.9134941245176904e-03,2.9134941245176904e-03
475000,4.7500100000000003e+01,1.6410783842957244e-10,2.7244611333228086e-03,2.7244611333228086e-03
480000,4.8000100000000003e+01,1.7119017314826124e-10,2.5455979473498758e-03,2.5455979473498758e-03
485000,4.8500100000000003e+01,1.5401768749256917e-10,2.3853327879832520e-03,2.3853327879832520e-03
490000,4.9000100000000003e+01,1.5055734436941748e-10,2.2488042838251232e-03,2.2488042838251232e-03
495000,4.9500100000000003e+01,1.6604317920609901e-10,2.1370070472785940e-03,2.1370070472785940e-03
500000,5.0000100000000003e+01,1.4346968058021048e-10,2.0469562719216405e-03,2.0469562719216405e-03
505000,5.0500100000000003e+01,1.5916468143473139e-10,1.9726860208875152e-03,1.9726860208875152e-03
510000,5.1000100000000003e+01,1.4123990865755331e-10,1.9068861689532923e-03,1.9068861689532923e-03
515000,5.1500100000000003e+01,1.5912249295979564e-10,1.8424760653323879e-03,1.8424760653323879e-03
520000,5.2000100000000003e+01,1.7114842876253533e-10,1.7743547207853538e-03,1.7743547207853538e-03
525000,5.2500100000000003e+01,1.6198953289858764e-10,1.7000832787479325e-03,1.7000832787479325e-03
530000,5.3000100000000003e+01,1.5833867550441028e-10,1.6201050606090561e-03,1.6201050606090561e-03
535000,5.3500100000000003e+01,1.5927170693430526e-10,1.5371148038121341e-03,1.5371148038121341e-03
540000,5.4000100000000003e+01,1.5114798301851806e-10,1.4550213233857079e-03,1.4550213233857079e-03
545000,5.4500100000000003e+01,1.5927037466667571e-10,1.3778521270806365e-03,1.3778521270806365e-03
550000,5.5000100000000003e+01,1.4714940377302810e-10,1.3087644310458835e-03,1.3087644310458835e-03
555000,5.5500100000000003e+01,1.4758416710947131e-10,1.2493533774970977e-03,1.2493533774970977e-03
560000,5.6000100000000003e+01,1.5812373632684285e-10,1.1995336530468137e-03,1.1995336530468137e-03
565000,5.6500100000000003e+01,1.4977041828956317e-10,1.1576822353127625e-03,1.1576822353127625e-03
570000,5.7000100000000003e+01,1.6055246021551284e-10,1.1211754490179082e-03,1.1211754490179082e-03
575000,5.7500100000000003e+01,1.5266943265146438e-10,1.0870170536669832e-03,1.0870170536669832e-03
580000,5.8000100000000003e+01,1.5122036955972362e-10,1.0525640384915214e-03,1.0525640384915214e-03
585000,5.8500100000000003e+01,1.5159162813915827e-10,1.0161063406530779e-03,1.0161063406530779e-03
590000,5.9000100000000003e+01,1.6730172802681409e-10,9.7712806595096069e-04,9.7712806595096069e-04
595000,5.9500100000000003e+01,1.4364287537205200e-10,9.3612227637018819e-04,9.3612227637018819e-04
600000,6.0000100000000003e+01,1.4573187101518670e-10,8.9448463722918703e-04,8.9448463722918703e-04
605000,6.0500100000000003e+01,1.4838397177641127e-10,8.5385919556379974e-04,8.5385919556379974e-04
610000,6.1000100000000003e+01,1.4986323293442183e-10,8.1585741166323444e-04,8.1585741166323444e-04
615000,6.1500100000000003e+01,1.5312240364551144e-10,7.8157411693302592e-04,7.8157411693302592e-04
620000,6.2000100000000003e+01,1.5431478317395886e-10,7.5143902090735182e-04,7.5143902090735182e-04
625000,6.2500100000000003e+01,1.6342260877877379e-10,7.2517633888313782e-04,7.2517633888313782e-04
630000,6.3000100000000003e+01,1.4287460103901140e-10,7.0196103057229564e-04,7.0196103057229564e-04
635000,6.3500100000000003e+01,1.7568702048720297e-10,6.8062504711807748e-04,6.8062504711807748e-04
640000,6.4000100000000003e+01,1.5164447475513043e-10,6.5997226555492006e-04,6.5997226555492006e-04
645000,6.4500100000000003e+01,1.5605294834131200e-10,6.3903757014305285e-04,6.3903757014305285e-04
650000,6.5000100000000003e+01,1.6170798033954270e-10,6.1728666071880767e-04,6.1728666071880767e-04
655000,6.5500100000000003e+01,1.4045475893453840e-10,5.9467156632297957e-04,5.9467156632297957e-04
660000,6.6000100000000003e+01,1.4343948251394067e-10,5.7155444726397775e-04,5.7155444726397775e-04
665000,6.6500100000000003e+01,1.8248247357632863e-10,5.4856190098684365e-04,5.4856190098684365e-04
670000,6.7000100000000003e+01,1.5655254870239332e-10,5.2638565119833558e-04,5.2638565119833558e-04
675000,6.7500100000000003e+01,1.4771606160479678e-10,5.0565139714153773e-04,5.0565139714153773e-04
680000,6.8000100000000003e+01,1.4732748354617797e-10,4.8668721007150140e-04,4.8668721007150140e-04
685000,6.8500100000000003e+01,1.7152856912616699e-10,4.6956986837720649e-04,4.6956986837720649e-04
690000,6.9000100000000003e+01,1.4960566119270879e-10,4.5409456473155529e-04,4.5409456473155529e-04
695000,6.9500100000000003e+01,1.7462120638356282e-10,4.3985087375775223e-04,4.3985087375775223e-04
700000,7.0000100000000003e+01,1.4316725582830259e-10,4.2632776423978669e-04,4.2632776423978669e-04
705000,7.0500100000000003e+01,1.7390577866649437e-10,4.1306322219059055e-04,4.1306322219059055e-04
710000,7.1000100000000003e+01,1.4351941857171369e-10,3.9970472435735260e-04,3.9970472435735260e-04
715000,7.1500100000000003e+01,1.3676215715463513e-10,3.8611604598015603e-04,3.8611604598015603e-04
720000,7.2000100000000003e+01,1.4626255762095752e-10,3.7233527203595074e-04,3.7233527203595074e-04
725000,7.2500100000000003e+01,1.4651657664899176e-10,3.5857878608513971e-04,3.5857878608513971e-04
730000,7.3000100000000003e+01,1.3850476321408678e-10,3.4509864551246494e-04,3.4509864551246494e-04
735000,7.3500100000000003e+01,1.5188827973133812e-10,3.3218470375873110e-04,3.3218470375873110e-04
740000,7.4000100000000003e+01,1.6571766181527892e-10,3.2004803598439935e-04,3.2004803598439935e-04
745000,7.4500100000000003e+01,1.5202239467271284e-10,3.0879147150653097e-04,3.0879147150653097e-04
750000,7.5000100000000003e+01,1.4572743012308820e-10,2.9839467895476091e-04,2.9839467895476091e-04
755000,7.5500100000000003e+01,1.8515455835199646e-10,2.8873192883516197e-04,2.8873192883516197e-04
760000,7.6000100000000003e+01,1.4781775803385244e-10,2.7960291959994166e-04,2.7960291959994166e-04
765000,7.6500100000000003e+01,1.4388668034825969e-10,2.7080342670249280e-04,2.7080342670249280e-04
770000,7.7000100000000003e+01,1.5464651781371686e-10,2.6214907473054438e-04,2.6214907473054438e-04
775000,7.7500100000000003e+01,1.5402656927676617e-10,2.5352547928259028e-04,2.5352547928259028e-04
780000,7.8000100000000003e+01,1.4645618051645215e-10,2.4489718511855330e-04,2.4489718511855330e-04
785000,7.8500100000000003e+01,1.4672130177473264e-10,2.3631820691205618e-04,2.3631820691205618e-04
790000,7.9000100000000003e+01,1.6047829731746788e-10,2.2787087243836268e-04,2.2787087243836268e-04
795000,7.9500100000000003e+01,1.4849188545440484e-10,2.1967346865903181e-04,2.1967346865903181e-04
800000,8.0000100000000003e+01,1.5349677084941504e-10,2.1183768565657957e-04,2.1183768565657957e-04
805000,8.0500100000000003e+01,1.5817169796150665e-10,2.0443153037819073e-04,2.0443153037819073e-04
810000,8.1000100000000003e+01,1.5916734596999049e-10,1.9747774802736373e-04,1.9747774802736373e-04
815000,8.1500100000000003e+01,1.5454215684940209e-10,1.9093535270231499e-04,1.9093535270231499e-04
820000,8.2000100000000003e+01,1.6286350046357256e-10,1.8474810489621518e-04,1.8474810489621518e-04
825000,8.2500100000000003e+01,1.5401502295731007e-10,1.7882322104822990e-04,1.7882322104822990e-04
830000,8.3000100000000003e+01,1.4690604288603026e-10,1.7307487031237301e-04,1.7307487031237301e-04
835000,8.3500100000000003e+01,1.4450263208232172e-10,1.6743010876885123e-04,1.6743010876885123e-04
840000,8.4000100000000003e+01,1.6009327197252787e-10,1.6185621223963054e-04,1.6185621223963054e-04
845000,8.4500100000000003e+01,1.6715251405230447e-10,1.5635664508240055e-04,1.5635664508240055e-04
850000,8.5000100000000003e+01,1.6124612756129864e-10,1.5094514536029280e-04,1.5094514536029280e-04
855000,8.5500100000000003e+01,1.5353851523514095e-10,1.4567121516906312e-04,1.4567121516906312e-04
860000,8.6000100000000003e+01,1.5429257871346636e-10,1.4058413589790320e-04,1.4058413589790320e-04
865000,8.6500100000000003e+01,1.5416601328865909e-10,1.3570935406992390e-04,1.3570935406992390e-04
870000,8.7000100000000003e+01,1.6378098877112279e-10,1.3107934776135366e-04,1.3107934776135366e-04
875000,8.7500100000000003e+01,1.5846124412632889e-10,1.2668308759256064e-04,1.2668308759256064e-04
880000,8.8000100000000003e+01,1.6621459764110114e-10,1.2250480282771647e-04,1.2250480282771647e-04
885000,8.8500100000000003e+01,1.5115286799982641e-10,1.1850972343108168e-04,1.1850972343108168e-04
890000,8.9000100000000003e+01,1.4878587251132558e-10,1.1465801146304244e-04,1.1465801146304244e-04
895000,8.9500100000000003e+01,1.5490098093096094e-10,1.1091119122408344e-04,1.1091119122408344e-04
900000,9.0000100000000003e+01,1.7192469670135324e-10,1.0724844826759394e-04,1.0724844826759394e-04
905000,9.0500100000000003e+01,1.4821344151982885e-10,1.0365813432278159e-04,1.0365813432278159e-04
910000,9.1000100000000003e+01,1.6383649992235405e-10,1.0014064024943536e-04,1.0014064024943536e-04
915000,9.1500100000000003e+01,1.4486989385886773e-10,9.6704592341900764e-05,9.6704592341900764e-05
920000,9.2000100000000003e+01,1.5206857995053724e-10,9.3384649593186708e-05,9.3384649593186708e-05
925000,9.2500100000000003e+01,1.4868017927938126e-10,9.0178394187123700e-05,9.0178394187123700e-05
930000,9.3000100000000003e+01,1.6400969471419558e-10,8.7104184482544866e-05,8.7104184482544866e-05
935000,9.3500100000000003e+01,1.5420820176359484e-10,8.4167170052662499e-05,8.4167170052662499e-05
940000,9.4000100000000003e+01,1.5119550056397202e-10,8.1364917107418222e-05,8.1364917107418222e-05
945000,9.4500100000000003e+01,1.4092504940776962e-10,7.8677659864023752e-05,7.8677659864023752e-05
950000,9.5000100000000003e+01,1.6660672841339874e-10,7.6091191519633838e-05,7.6091191519633838e-05
955000,9.5500100000000003e+01,1.5330803293522877e-10,7.3595130918757690e-05,7.3595130918757690e-05
960000,9.6000100000000003e+01,1.5382095597260559e-10,7.1167567858410052e-05,7.1167567858410052e-05
965000,9.6500100000000003e+01,1.4408207960059372e-10,6.8798776876821677e-05,6.8798776876821677e-05
970000,9.7000100000000003e+01,1.5286438781458855e-10,6.6482233181730521e-05,6.6482233181730521e-05
975000,9.7500100000000003e+01,1.7582157951778754e-10,6.4234852602762516e-05,6.4234852602762516e-05
980000,9.8000100000000003e+01,1.6094725552306954e-10,6.2047590932312602e-05,6.2047590932312602e-05
985000,9.8500100000000003e+01,1.6719559070565992e-10,5.9940365655375416e-05,5.9940365655375416e-05
990000,9.9000100000000003e+01,1.6847945261133646e-10,5.7907615462315931e-05,5.7907615462315931e-05
995000,9.9500100000000003e+01,1.3628032036194782e-10,5.5942917999374231e-05,5.5942917999374231e-05
1000000,1.0000010000000000e+02,1.6521539691893850e-10,5.4071922558129870e-05,5.4071922558129870e-05
1005000,1.0050010000000000e+02,1.4853229757250119e-10,5.2277397882605214e-05,5.2277397882605214e-05
1010000,1.0100010000000000e+02,1.3852430313932018e-10,5.0543352473120251e-05,5.0543352473120251e-05
1015000,1.0150010000000000e+02,1.6076917574991967e-10,4.8875357968380939e-05,4.8875357968380939e-05
1020000,1.0200010000000000e+02,1.4211831711463674e-10,4.7252808209385933e-05,4.7252808209385933e-05
1025000,1.0250010000000000e+02,1.7961765408358588e-10,4.5685507180426299e-05,4.5685507180426299e-05
1030000,1.0300010000000000e+02,1.4759216071524861e-10,4.4161427706246315e-05,4.4161427706246315e-05
1035000,1.0350010000000000e+02,1.5679191278650251e-10,4.2673759826694635e-05,4.2673759826694635e-05
1040000,1.0400010000000000e+02,1.5266099495647723e-10,4.1234944623269598e-05,4.1234944623269598e-05
1045000,1.0450010000000000e+02,1.4464340836184419e-10,3.9838419749305132e-05,3.9838419749305132e-05
1050000,1.0500010000000000e+02,1.4874146359034057e-10,3.8496885743199982e-05,3.8496885743199982e-05
1055000,1.0550010000000000e+02,1.4896572864131485e-10,3.7197847380987525e-05,3.7197847380987525e-05
1060000,1.0600010000000000e+02,1.4923529079169384e-10,3.5947134620961663e-05,3.5947134620961663e-05
1065000,1.0650010000000000e+02,1.4892576061242835e-10,3.4749041111226120e-05,3.4749041111226120e-05
1070000,1.0700010000000000e+02,1.6521584100814835e-10,3.3587556671044183e-05,3.3587556671044183e-05
1075000,1.0750010000000000e+02,1.5682433129882156e-10,3.2476625481780985e-05,3.2476625481780985e-05
1080000,1.0800010000000000e+02,1.6642109912368142e-10,3.1393619625230684e-05,3.1393619625230684e-05
1085000,1.0850010000000000e+02,1.3770140583346802e-10,3.0350286583935571e-05,3.0350286583935571e-05
1090000,1.0900010000000000e+02,1.4676704296334719e-10,2.9343213395538470e-05,2.9343213395538470e-05
1095000,1.0950010000000000e+02,1.4923395852406429e-10,2.8355930570267418e-05,2.8355930570267418e-05
1100000,1.1000010000000000e+02,1.6108980815943141e-10,2.7402111491880987e-05,2.7402111491880987e-05
1105000,1.1050010000000000e+02,1.7778711836058392e-10,2.6480995023892007e-05,2.6480995023892007e-05
1110000,1.1100010000000000e+02,1.3672218912574863e-10,2.5584019215596498e-05,2.5584019215596498e-05
1115000,1.1150010000000000e+02,1.4768364309247772e-10,2.4729856532346162e-05,2.4729856532346162e-05
1120000,1.1200010000000000e+02,1.4711920570675829e-10,2.3897867066136058e-05,2.3897867066136058e-05
1125000,1.1250010000000000e+02,1.6397594393424697e-10,2.3097087933354743e-05,2.3097087933354743e-05
1130000,1.1300010000000000e+02,1.6556889192997915e-10,2.2324939927820253e-05,2.2324939927820253e-05
1135000,1.1350010000000000e+02,1.5165646516379638e-10,2.1583428049254394e-05,2.1583428049254394e-05
1140000,1.1400010000000000e+02,1.7625545467581105e-10,2.0861708310171423e-05,2.0861708310171423e-05
1145000,1.1450010000000000e+02,1.3896750417075054e-10,2.0170469502645005e-05,2.0170469502645005e-05
1150000,1.1500010000000000e+02,1.6137358116452560e-10,1.9497171457327767e-05,1.9497171457327767e-05
1155000,1.1550010000000000e+02,1.3800338649616606e-10,1.8843140704660755e-05,1.8843140704660755e-05
1160000,1.1600010000000000e+02,1.5062351366168514e-10,1.8217040819834551e-05,1.8217040819834551e-05
1165000,1.1650010000000000e+02,1.6500179000900062e-10,1.7601007201939467e-05,1.7601007201939467e-05
1170000,1.1700010000000000e+02,1.5077938897434251e-10,1.7011451757031892e-05,1.7011451757031892e-05
1175000,1.1750010000000000e+02,1.9275070428648178e-10,1.6438486281078468e-05,1.6438486281078468e-05
1180000,1.1800010000000000e+02,1.4228040967623201e-10,1.5883819594275650e-05,1.5883819594275650e-05
1185000,1.1850010000000000e+02,1.7984547184823896e-10,1.5353061542544566e-05,1.5353061542544566e-05
1190000,1.1900010000000000e+02,1.4481438270763647e-10,1.4840554521278193e-05,1.4840554521278193e-05
1195000,1.1950010000000000e+02,1.5007373121989076e-10,1.4347098659772684e-05,1.4347098659772684e-05
1200000,1.2000010000000000e+02,1.3578516089296500e-10,1.3868048374998665e-05,1.3868048374998665e-05
1205000,1.2050010000000000e+02,1.5402257247387752e-10,1.3405521582132707e-05,1.3405521582132707e-05
1210000,1.2100010000000000e+02,1.5201218062088628e-10,1.2953145066330052e-05,1.2953145066330052e-05
1215000,1.2150010000000000e+02,1.5088019722497847e-10,1.2523791737883982e-05,1.2523791737883982e-05
1220000,1.2200010000000000e+02,1.7951951036820901e-10,1.2101665668673434e-05,1.2101665668673434e-05
1225000,1.2250010000000000e+02,1.4916379242890798e-10,1.1698894659684100e-05,1.1698894659684100e-05
1230000,1.2300010000000000e+02,1.5385470675255419e-10,1.1305865289301664e-05,1.1305865289301664e-05
1235000,1.2350010000000000e+02,1.5045120704826331e-10,1.0929314663954415e-05,1.0929314663954415e-05
1240000,1.2400010000000000e+02,1.5670664765821130e-10,1.0560143213211859e-05,1.0560143213211859e-05
1245000,1.2450010000000000e+02,1.5874412895300338e-10,1.0209436750674428e-05,1.0209436750674428e-05
1250000,1.2500010000000000e+02,1.6156409543555128e-10,9.8632355323147181e-06,9.8632355323147181e-06
1255000,1.2550010000000000e+02,1.5551959720028208e-10,9.5343439392436835e-06,9.5343439392436835e-06
1260000,1.2600010000000000e+02,1.4214185384275879e-10,9.2175791772675097e-06,9.2175791772675097e-06
1265000,1.2650010000000000e+02,1.4607381970677125e-10,8.9092507336019366e-06,8.9092507336019366e-06
1270000,1.2700010000000000e+02,1.4891377020376240e-10,8.6089338133810145e-06,8.6089338133810145e-06
1275000,1.2750010000000000e+02,1.7568346777352417e-10,8.3271707813636908e-06,8.3271707813636908e-06
1280000,1.2800010000000000e+02,1.6555867787815259e-10,8.0488123321842409e-06,8.0488123321842409e-06
1285000,1.2850010000000000e+02,1.4521095437203257e-10,7.7775000506541403e-06,7.7775000506541403e-06
1290000,1.2900010000000000e+02,1.5752865678564376e-10,7.5142539981420953e-06,7.5142539981420953e-06
1295000,1.2950010000000000e+02,1.5346746096156494e-10,7.2643140103245685e-06,7.2643140103245685e-06
1300000,1.3000010000000000e+02,1.7377033145749010e-10,7.0229466637705684e-06,7.0229466637705684e-06
1305000,1.3050010000000000e+02,1.4322987240689145e-10,6.7864788908522655e-06,6.7864788908522655e-06
1310000,1.3100010000000000e+02,1.5305934297771273e-10,6.5598123604182490e-06,6.5598123604182490e-06
1315000,1.3150010000000000e+02,1.4657031144338362e-10,6.3410724453483169e-06,6.3410724453483169e-06
1320000,1.3200010000000000e+02,1.4311662965837968e-10,6.1257892771671152e-06,6.1257892771671152e-06
1325000,1.3250010000000000e+02,1.5669243680349609e-10,5.9159795653407343e-06,5.9159795653407343e-06
1330000,1.3300010000000000e+02,1.5734125113908703e-10,5.7223482610169185e-06,5.7223482610169185e-06
1335000,1.3350010000000000e+02,1.4996848207715630e-10,5.5345131961814786e-06,5.5345131961814786e-06
1340000,1.3400010000000000e+02,1.6874857067250559e-10,5.3503020591705308e-06,5.3503020591705308e-06
1345000,1.3450010000000000e+02,1.5788748086720261e-10,5.1693113132245117e-06,5.1693113132245117e-06
1350000,1.3500010000000000e+02,1.4838263950878172e-10,4.9959214685202369e-06,4.9959214685202369e-06
1355000,1.3550010000000000e+02,1.5162449074068718e-10,4.8298461470253073e-06,4.8298461470253073e-06
