snapshot,psi_min,psi_min_x,psi_min_y,psi_max,psi_max_x,psi_max_y
alex/results/binaries/gpu_cavity_re5000/result_4999999.bin,-1.2121126283462796e-01,5.1499999999999990e-01,5.3500000000000003e-01,3.0599385354745262e-03,8.0499999999999994e-01,7.3333333333333334e-02
